Algorithm,Size,Type,Time (nanoseconds),,,,,,,,,
UntilNoChange,1000,Integer,9746135,,,,,,,,,
UntilNoChange,1000,Integer,10113957,,,,,,,,,
UntilNoChange,1000,Integer,9904520,,,,,,,,,
UntilNoChange,1000,Integer,9281486,,,,,,,,,
WhileNeeded,1000,Integer,5875867,,,,,,,,,
WhileNeeded,1000,Integer,6102706,,,,,,,,,
WhileNeeded,1000,Integer,5924129,,,,,,,,,
WhileNeeded,1000,Integer,5950602,,,,,,,,,
WhileNeeded,1000,Integer,5807376,,,,,,,,,
WhileNeeded,1000,Integer,5904294,,,,,,,,,
WhileNeeded,1000,Integer,5686083,,,,,,,,,
WhileNeeded,1000,Integer,5698191,,,,,,,,,
WhileNeeded,1000,Integer,5652876,,,,,,,,,
WhileNeeded,1000,Integer,5881858,,,,,,,,,
WhileNeeded,1000,Integer,5612805,,,,,,,,,
WhileNeeded,1000,Integer,5795294,,,,,,,,,
WhileNeeded,1000,Integer,5522892,,,,,,,,,
WhileNeeded,1000,Integer,5515686,,,,,,,,,
WhileNeeded,1000,Integer,5647120,,,,,,,,,
WhileNeeded,1000,Integer,6182904,,,,,,,,,
WhileNeeded,1000,Integer,5833040,,,,,,,,,
WhileNeeded,1000,Integer,5905630,,,,,,,,,
WhileNeeded,1000,Integer,5943911,,,,,,,,,
WhileNeeded,1000,Integer,5725619,,,,,,,,,
WhileNeeded,1000,Integer,5906175,,,,,,,,,
WhileNeeded,1000,Integer,5816689,,,,,,,,,
WhileNeeded,1000,Integer,5867398,,,,,,,,,
WhileNeeded,1000,Integer,5800701,,,,,,,,,
WhileNeeded,1000,Integer,5850887,,,,,,,,,
WhileNeeded,1000,Integer,5836967,,,,,,,,,
WhileNeeded,1000,Integer,5834368,,,,,,,,,
WhileNeeded,1000,Integer,5723793,,,,,,,,,
WhileNeeded,1000,Integer,5771548,,,,,,,,,
WhileNeeded,1000,Integer,5766974,,,,,,,,,
WhileNeeded,1000,Integer,5696224,,,,,,,,,
WhileNeeded,1000,Integer,5788145,,,,,,,,,
WhileNeeded,1000,Integer,5719695,,,,,,,,,
WhileNeeded,1000,Integer,5725220,,,,,,,,,
WhileNeeded,1000,Integer,5687201,,,,,,,,,
WhileNeeded,1000,Integer,5724086,,,,,,,,,
WhileNeeded,1000,Integer,5731807,,,,,,,,,
WhileNeeded,1000,Integer,5702097,,,,,,,,,
WhileNeeded,1000,Integer,5686771,,,,,,,,,
WhileNeeded,1000,Integer,5741371,,,,,,,,,
WhileNeeded,1000,Integer,5773967,,,,,,,,,
WhileNeeded,1000,Integer,5770088,,,,,,,,,
WhileNeeded,1000,Integer,5572404,,,,,,,,,
WhileNeeded,1000,Integer,5483401,,,,,,,,,
WhileNeeded,1000,Integer,5792689,,,,,,,,,
WhileNeeded,1000,Integer,5755032,,,,,,,,,
WhileNeeded,1000,Integer,5747536,,,,,,,,,
WhileNeeded,1000,Integer,5726941,,,,,,,,,
WhileNeeded,1000,Integer,5778466,,,,,,,,,
WhileNeeded,1000,Integer,5795379,,,,,,,,,
WhileNeeded,1000,Integer,5746368,,,,,,,,,
WhileNeeded,1000,Integer,5760660,,,,,,,,,
WhileNeeded,1000,Integer,5719881,,,,,,,,,
WhileNeeded,1000,Integer,5499497,,,,,,,,,
WhileNeeded,1000,Integer,5505896,,,,,,,,,
WhileNeeded,1000,Integer,5755252,,,,,,,,,
WhileNeeded,1000,Integer,5771090,,,,,,,,,
WhileNeeded,1000,Integer,5734490,,,,,,,,,
WhileNeeded,1000,Integer,5768177,,,,,,,,,
WhileNeeded,1000,Integer,5765229,,,,,,,,,
WhileNeeded,1000,Integer,5801182,,,,,,,,,
WhileNeeded,1000,Integer,5733940,,,,,,,,,
WhileNeeded,1000,Integer,5750991,,,,,,,,,
WhileNeeded,1000,Integer,5740126,,,,,,,,,
WhileNeeded,1000,Integer,5808032,,,,,,,,,
WhileNeeded,1000,Integer,5733091,,,,,,,,,
WhileNeeded,1000,Integer,5731834,,,,,,,,,
WhileNeeded,1000,Integer,5803181,,,,,,,,,
WhileNeeded,1000,Integer,5787319,,,,,,,,,
WhileNeeded,1000,Integer,5733089,,,,,,,,,
WhileNeeded,1000,Integer,5768225,,,,,,,,,
WhileNeeded,1000,Integer,5750738,,,,,,,,,
WhileNeeded,1000,Integer,5786007,,,,,,,,,
WhileNeeded,1000,Integer,5745590,,,,,,,,,
WhileNeeded,1000,Integer,5701707,,,,,,,,,
WhileNeeded,1000,Integer,5771121,,,,,,,,,
WhileNeeded,1000,Integer,5720603,,,,,,,,,
WhileNeeded,1000,Integer,5735223,,,,,,,,,
WhileNeeded,1000,Integer,5769744,,,,,,,,,
WhileNeeded,1000,Integer,5679531,,,,,,,,,
WhileNeeded,1000,Integer,5800038,,,,,,,,,
WhileNeeded,1000,Integer,5654763,,,,,,,,,
WhileNeeded,1000,Integer,5496053,,,,,,,,,
WhileNeeded,1000,Integer,5511087,,,,,,,,,
WhileNeeded,1000,Integer,5573145,,,,,,,,,
WhileNeeded,1000,Integer,5744469,,,,,,,,,
WhileNeeded,1000,Integer,5719408,,,,,,,,,
WhileNeeded,1000,Integer,5744683,,,,,,,,,
WhileNeeded,1000,Integer,5724503,,,,,,,,,
WhileNeeded,1000,Integer,5749456,,,,,,,,,
WhileNeeded,1000,Integer,5780798,,,,,,,,,
WhileNeeded,1000,Integer,5715686,,,,,,,,,
WhileNeeded,1000,Integer,5717223,,,,,,,,,
WhileNeeded,1000,Integer,5634625,,,,,,,,,
WhileNeeded,1000,Integer,5568066,,,,,,,,,
WhileNeeded,1000,Integer,5556518,,,,,,,,,
WhileNeeded,1000,Integer,5520474,,,,,,,,,
WhileNeeded,1000,Integer,5514387,,,,,,,,,
WhileNeeded,1000,Integer,5661552,,,,,,,,,
WhileNeeded,1000,Integer,5438497,,,,,,,,,
PassPerItem,5000,Integer,241365684,,,,,,,,,
PassPerItem,5000,Integer,242023537,,,,,,,,,
PassPerItem,5000,Integer,244987415,,,,,,,,,
PassPerItem,5000,Integer,242593025,,,,,,,,,
PassPerItem,5000,Integer,236257899,,,,,,,,,
PassPerItem,5000,Integer,233756289,,,,,,,,,
PassPerItem,5000,Integer,228124982,,,,,,,,,
PassPerItem,5000,Integer,227604298,,,,,,,,,
PassPerItem,5000,Integer,226571276,,,,,,,,,
PassPerItem,5000,Integer,221371564,,,,,,,,,
PassPerItem,5000,Integer,220381251,,,,,,,,,
PassPerItem,5000,Integer,222323062,,,,,,,,,
PassPerItem,5000,Integer,219685544,,,,,,,,,
PassPerItem,5000,Integer,251746263,,,,,,,,,
PassPerItem,5000,Integer,221008787,,,,,,,,,
PassPerItem,5000,Integer,222082565,,,,,,,,,
PassPerItem,5000,Integer,220954737,,,,,,,,,
PassPerItem,5000,Integer,219041001,,,,,,,,,
PassPerItem,5000,Integer,218757955,,,,,,,,,
PassPerItem,5000,Integer,218792318,,,,,,,,,
PassPerItem,5000,Integer,221979678,,,,,,,,,
PassPerItem,5000,Integer,222618305,,,,,,,,,
PassPerItem,5000,Integer,222614111,,,,,,,,,
PassPerItem,5000,Integer,223285876,,,,,,,,,
PassPerItem,5000,Integer,219340797,,,,,,,,,
PassPerItem,5000,Integer,222701683,,,,,,,,,
PassPerItem,5000,Integer,219980821,,,,,,,,,
PassPerItem,5000,Integer,220582017,,,,,,,,,
PassPerItem,5000,Integer,221834521,,,,,,,,,
PassPerItem,5000,Integer,221372281,,,,,,,,,
PassPerItem,5000,Integer,237796162,,,,,,,,,
PassPerItem,5000,Integer,219586955,,,,,,,,,
PassPerItem,5000,Integer,219316135,,,,,,,,,
PassPerItem,5000,Integer,225735330,,,,,,,,,
PassPerItem,5000,Integer,230254214,,,,,,,,,
PassPerItem,5000,Integer,220387787,,,,,,,,,
PassPerItem,5000,Integer,219648166,,,,,,,,,
PassPerItem,5000,Integer,219497300,,,,,,,,,
PassPerItem,5000,Integer,231669315,,,,,,,,,
PassPerItem,5000,Integer,218886051,,,,,,,,,
PassPerItem,5000,Integer,221604849,,,,,,,,,
PassPerItem,5000,Integer,220850579,,,,,,,,,
PassPerItem,5000,Integer,221341844,,,,,,,,,
PassPerItem,5000,Integer,256583931,,,,,,,,,
PassPerItem,5000,Integer,253272681,,,,,,,,,
PassPerItem,5000,Integer,252315620,,,,,,,,,
PassPerItem,5000,Integer,255582122,,,,,,,,,
PassPerItem,5000,Integer,252509868,,,,,,,,,
PassPerItem,5000,Integer,243420184,,,,,,,,,
PassPerItem,5000,Integer,244086987,,,,,,,,,
PassPerItem,5000,Integer,287952509,,,,,,,,,
PassPerItem,5000,Integer,259969797,,,,,,,,,
PassPerItem,5000,Integer,245069458,,,,,,,,,
PassPerItem,5000,Integer,223828946,,,,,,,,,
PassPerItem,5000,Integer,219859625,,,,,,,,,
PassPerItem,5000,Integer,219688166,,,,,,,,,
PassPerItem,5000,Integer,218721534,,,,,,,,,
PassPerItem,5000,Integer,219557233,,,,,,,,,
PassPerItem,5000,Integer,218937091,,,,,,,,,
PassPerItem,5000,Integer,222532110,,,,,,,,,
PassPerItem,5000,Integer,219603400,,,,,,,,,
PassPerItem,5000,Integer,219329071,,,,,,,,,
PassPerItem,5000,Integer,245249264,,,,,,,,,
PassPerItem,5000,Integer,219550620,,,,,,,,,
PassPerItem,5000,Integer,223540385,,,,,,,,,
PassPerItem,5000,Integer,224817411,,,,,,,,,
PassPerItem,5000,Integer,224336074,,,,,,,,,
PassPerItem,5000,Integer,221578619,,,,,,,,,
PassPerItem,5000,Integer,219214313,,,,,,,,,
PassPerItem,5000,Integer,220331030,,,,,,,,,
PassPerItem,5000,Integer,218517075,,,,,,,,,
PassPerItem,5000,Integer,219825820,,,,,,,,,
PassPerItem,5000,Integer,221375045,,,,,,,,,
PassPerItem,5000,Integer,227767491,,,,,,,,,
PassPerItem,5000,Integer,219233796,,,,,,,,,
PassPerItem,5000,Integer,223805760,,,,,,,,,
PassPerItem,5000,Integer,220919958,,,,,,,,,
PassPerItem,5000,Integer,219463661,,,,,,,,,
PassPerItem,5000,Integer,222659705,,,,,,,,,
PassPerItem,5000,Integer,242403181,,,,,,,,,
PassPerItem,5000,Integer,218450072,,,,,,,,,
PassPerItem,5000,Integer,220324518,,,,,,,,,
PassPerItem,5000,Integer,219833426,,,,,,,,,
PassPerItem,5000,Integer,218950375,,,,,,,,,
PassPerItem,5000,Integer,218871657,,,,,,,,,
PassPerItem,5000,Integer,221543000,,,,,,,,,
PassPerItem,5000,Integer,219286685,,,,,,,,,
PassPerItem,5000,Integer,223099270,,,,,,,,,
PassPerItem,5000,Integer,219990473,,,,,,,,,
PassPerItem,5000,Integer,219214391,,,,,,,,,
PassPerItem,5000,Integer,219346564,,,,,,,,,
PassPerItem,5000,Integer,254613250,,,,,,,,,
PassPerItem,5000,Integer,258472585,,,,,,,,,
PassPerItem,5000,Integer,240397244,,,,,,,,,
PassPerItem,5000,Integer,235488478,,,,,,,,,
PassPerItem,5000,Integer,231723708,,,,,,,,,
PassPerItem,5000,Integer,257235541,,,,,,,,,
PassPerItem,5000,Integer,267604662,,,,,,,,,
PassPerItem,5000,Integer,257827800,,,,,,,,,
PassPerItem,5000,Integer,257785072,,,,,,,,,
UntilNoChange,5000,Integer,256145353,,,,,,,,,
UntilNoChange,5000,Integer,265406086,,,,,,,,,
UntilNoChange,5000,Integer,266071990,,,,,,,,,
UntilNoChange,5000,Integer,243906803,,,,,,,,,
UntilNoChange,5000,Integer,247227093,,,,,,,,,
UntilNoChange,5000,Integer,242258254,,,,,,,,,
UntilNoChange,5000,Integer,242162367,,,,,,,,,
UntilNoChange,5000,Integer,241839391,,,,,,,,,
UntilNoChange,5000,Integer,233351147,,,,,,,,,
UntilNoChange,5000,Integer,241350983,,,,,,,,,
UntilNoChange,5000,Integer,229137793,,,,,,,,,
UntilNoChange,5000,Integer,234755479,,,,,,,,,
UntilNoChange,5000,Integer,231391160,,,,,,,,,
UntilNoChange,5000,Integer,235762060,,,,,,,,,
UntilNoChange,5000,Integer,231996150,,,,,,,,,
UntilNoChange,5000,Integer,231752370,,,,,,,,,
UntilNoChange,5000,Integer,231832106,,,,,,,,,
UntilNoChange,5000,Integer,229629218,,,,,,,,,
UntilNoChange,5000,Integer,231128681,,,,,,,,,
UntilNoChange,5000,Integer,232852294,,,,,,,,,
UntilNoChange,5000,Integer,235006214,,,,,,,,,
UntilNoChange,5000,Integer,262956021,,,,,,,,,
UntilNoChange,5000,Integer,226857612,,,,,,,,,
UntilNoChange,5000,Integer,237978484,,,,,,,,,
UntilNoChange,5000,Integer,229501950,,,,,,,,,
UntilNoChange,5000,Integer,236564380,,,,,,,,,
UntilNoChange,5000,Integer,231070904,,,,,,,,,
UntilNoChange,5000,Integer,231445047,,,,,,,,,
UntilNoChange,5000,Integer,230724406,,,,,,,,,
UntilNoChange,5000,Integer,227950811,,,,,,,,,
UntilNoChange,5000,Integer,233865581,,,,,,,,,
UntilNoChange,5000,Integer,232015515,,,,,,,,,
UntilNoChange,5000,Integer,232856578,,,,,,,,,
UntilNoChange,5000,Integer,234125991,,,,,,,,,
UntilNoChange,5000,Integer,230623032,,,,,,,,,
UntilNoChange,5000,Integer,231045003,,,,,,,,,
UntilNoChange,5000,Integer,232246477,,,,,,,,,
UntilNoChange,5000,Integer,234804896,,,,,,,,,
UntilNoChange,5000,Integer,246921514,,,,,,,,,
UntilNoChange,5000,Integer,233309066,,,,,,,,,
UntilNoChange,5000,Integer,231659274,,,,,,,,,
UntilNoChange,5000,Integer,233515800,,,,,,,,,
UntilNoChange,5000,Integer,237367764,,,,,,,,,
UntilNoChange,5000,Integer,270928277,,,,,,,,,
UntilNoChange,5000,Integer,264321470,,,,,,,,,
UntilNoChange,5000,Integer,265130234,,,,,,,,,
UntilNoChange,5000,Integer,267788336,,,,,,,,,
UntilNoChange,5000,Integer,265234108,,,,,,,,,
UntilNoChange,5000,Integer,252011615,,,,,,,,,
UntilNoChange,5000,Integer,245166692,,,,,,,,,
UntilNoChange,5000,Integer,267170528,,,,,,,,,
UntilNoChange,5000,Integer,294343496,,,,,,,,,
UntilNoChange,5000,Integer,239493771,,,,,,,,,
UntilNoChange,5000,Integer,235446295,,,,,,,,,
UntilNoChange,5000,Integer,232006516,,,,,,,,,
UntilNoChange,5000,Integer,231529057,,,,,,,,,
UntilNoChange,5000,Integer,229816299,,,,,,,,,
UntilNoChange,5000,Integer,228665221,,,,,,,,,
UntilNoChange,5000,Integer,229055044,,,,,,,,,
UntilNoChange,5000,Integer,250160347,,,,,,,,,
UntilNoChange,5000,Integer,231583935,,,,,,,,,
UntilNoChange,5000,Integer,231472478,,,,,,,,,
UntilNoChange,5000,Integer,235581300,,,,,,,,,
UntilNoChange,5000,Integer,225384245,,,,,,,,,
UntilNoChange,5000,Integer,233363755,,,,,,,,,
UntilNoChange,5000,Integer,237407598,,,,,,,,,
UntilNoChange,5000,Integer,236153023,,,,,,,,,
UntilNoChange,5000,Integer,234328609,,,,,,,,,
UntilNoChange,5000,Integer,227415302,,,,,,,,,
UntilNoChange,5000,Integer,230345711,,,,,,,,,
UntilNoChange,5000,Integer,253035608,,,,,,,,,
UntilNoChange,5000,Integer,247145864,,,,,,,,,
UntilNoChange,5000,Integer,236334740,,,,,,,,,
UntilNoChange,5000,Integer,231672919,,,,,,,,,
UntilNoChange,5000,Integer,231101085,,,,,,,,,
UntilNoChange,5000,Integer,234781856,,,,,,,,,
UntilNoChange,5000,Integer,226718320,,,,,,,,,
UntilNoChange,5000,Integer,231701557,,,,,,,,,
UntilNoChange,5000,Integer,235528510,,,,,,,,,
UntilNoChange,5000,Integer,230865327,,,,,,,,,
UntilNoChange,5000,Integer,230191522,,,,,,,,,
UntilNoChange,5000,Integer,231807803,,,,,,,,,
UntilNoChange,5000,Integer,232665910,,,,,,,,,
UntilNoChange,5000,Integer,231842769,,,,,,,,,
UntilNoChange,5000,Integer,232468232,,,,,,,,,
UntilNoChange,5000,Integer,235711626,,,,,,,,,
UntilNoChange,5000,Integer,231065385,,,,,,,,,
UntilNoChange,5000,Integer,260570906,,,,,,,,,
UntilNoChange,5000,Integer,230382328,,,,,,,,,
UntilNoChange,5000,Integer,232358366,,,,,,,,,
UntilNoChange,5000,Integer,231196424,,,,,,,,,
UntilNoChange,5000,Integer,271072892,,,,,,,,,
UntilNoChange,5000,Integer,264546023,,,,,,,,,
UntilNoChange,5000,Integer,232456468,,,,,,,,,
UntilNoChange,5000,Integer,247837561,,,,,,,,,
UntilNoChange,5000,Integer,270704742,,,,,,,,,
UntilNoChange,5000,Integer,267517148,,,,,,,,,
UntilNoChange,5000,Integer,273692142,,,,,,,,,
UntilNoChange,5000,Integer,267148979,,,,,,,,,
UntilNoChange,5000,Integer,250464818,,,,,,,,,
WhileNeeded,5000,Integer,154793197,,,,,,,,,
WhileNeeded,5000,Integer,152388743,,,,,,,,,
WhileNeeded,5000,Integer,152309954,,,,,,,,,
WhileNeeded,5000,Integer,146489289,,,,,,,,,
WhileNeeded,5000,Integer,157369862,,,,,,,,,
WhileNeeded,5000,Integer,141762685,,,,,,,,,
WhileNeeded,5000,Integer,140240739,,,,,,,,,
WhileNeeded,5000,Integer,144976900,,,,,,,,,
WhileNeeded,5000,Integer,137559113,,,,,,,,,
WhileNeeded,5000,Integer,137819110,,,,,,,,,
WhileNeeded,5000,Integer,140025236,,,,,,,,,
WhileNeeded,5000,Integer,137261034,,,,,,,,,
WhileNeeded,5000,Integer,137741040,,,,,,,,,
WhileNeeded,5000,Integer,136685921,,,,,,,,,
WhileNeeded,5000,Integer,136215508,,,,,,,,,
WhileNeeded,5000,Integer,137145676,,,,,,,,,
WhileNeeded,5000,Integer,138672223,,,,,,,,,
WhileNeeded,5000,Integer,136097485,,,,,,,,,
WhileNeeded,5000,Integer,135209121,,,,,,,,,
WhileNeeded,5000,Integer,135712659,,,,,,,,,
WhileNeeded,5000,Integer,142311323,,,,,,,,,
WhileNeeded,5000,Integer,136074051,,,,,,,,,
WhileNeeded,5000,Integer,137868612,,,,,,,,,
WhileNeeded,5000,Integer,138294614,,,,,,,,,
WhileNeeded,5000,Integer,138485139,,,,,,,,,
WhileNeeded,5000,Integer,135378594,,,,,,,,,
WhileNeeded,5000,Integer,136307625,,,,,,,,,
WhileNeeded,5000,Integer,135473081,,,,,,,,,
WhileNeeded,5000,Integer,135586679,,,,,,,,,
WhileNeeded,5000,Integer,151067209,,,,,,,,,
WhileNeeded,5000,Integer,136031937,,,,,,,,,
WhileNeeded,5000,Integer,135928804,,,,,,,,,
WhileNeeded,5000,Integer,135494725,,,,,,,,,
WhileNeeded,5000,Integer,142512480,,,,,,,,,
WhileNeeded,5000,Integer,136911204,,,,,,,,,
WhileNeeded,5000,Integer,136735477,,,,,,,,,
WhileNeeded,5000,Integer,135369230,,,,,,,,,
WhileNeeded,5000,Integer,135618799,,,,,,,,,
WhileNeeded,5000,Integer,136070120,,,,,,,,,
WhileNeeded,5000,Integer,135107661,,,,,,,,,
WhileNeeded,5000,Integer,135737116,,,,,,,,,
WhileNeeded,5000,Integer,136504645,,,,,,,,,
WhileNeeded,5000,Integer,158719051,,,,,,,,,
WhileNeeded,5000,Integer,157386679,,,,,,,,,
WhileNeeded,5000,Integer,156897491,,,,,,,,,
WhileNeeded,5000,Integer,156719477,,,,,,,,,
WhileNeeded,5000,Integer,163760471,,,,,,,,,
WhileNeeded,5000,Integer,152869841,,,,,,,,,
WhileNeeded,5000,Integer,150907344,,,,,,,,,
WhileNeeded,5000,Integer,150565867,,,,,,,,,
WhileNeeded,5000,Integer,180580242,,,,,,,,,
WhileNeeded,5000,Integer,158785493,,,,,,,,,
WhileNeeded,5000,Integer,147322007,,,,,,,,,
WhileNeeded,5000,Integer,157166032,,,,,,,,,
WhileNeeded,5000,Integer,135652133,,,,,,,,,
WhileNeeded,5000,Integer,136030770,,,,,,,,,
WhileNeeded,5000,Integer,135382384,,,,,,,,,
WhileNeeded,5000,Integer,136249829,,,,,,,,,
WhileNeeded,5000,Integer,135658436,,,,,,,,,
WhileNeeded,5000,Integer,143751846,,,,,,,,,
WhileNeeded,5000,Integer,136784103,,,,,,,,,
WhileNeeded,5000,Integer,135462052,,,,,,,,,
WhileNeeded,5000,Integer,135274301,,,,,,,,,
WhileNeeded,5000,Integer,135875529,,,,,,,,,
WhileNeeded,5000,Integer,136757998,,,,,,,,,
WhileNeeded,5000,Integer,138630609,,,,,,,,,
WhileNeeded,5000,Integer,136937355,,,,,,,,,
WhileNeeded,5000,Integer,136403212,,,,,,,,,
WhileNeeded,5000,Integer,136073338,,,,,,,,,
WhileNeeded,5000,Integer,139863610,,,,,,,,,
WhileNeeded,5000,Integer,142073342,,,,,,,,,
WhileNeeded,5000,Integer,135227289,,,,,,,,,
WhileNeeded,5000,Integer,142273988,,,,,,,,,
WhileNeeded,5000,Integer,135927342,,,,,,,,,
WhileNeeded,5000,Integer,135818860,,,,,,,,,
WhileNeeded,5000,Integer,137498002,,,,,,,,,
WhileNeeded,5000,Integer,135576416,,,,,,,,,
WhileNeeded,5000,Integer,137071150,,,,,,,,,
WhileNeeded,5000,Integer,145803719,,,,,,,,,
WhileNeeded,5000,Integer,136831770,,,,,,,,,
WhileNeeded,5000,Integer,135283177,,,,,,,,,
WhileNeeded,5000,Integer,135714658,,,,,,,,,
WhileNeeded,5000,Integer,137286917,,,,,,,,,
WhileNeeded,5000,Integer,135668285,,,,,,,,,
WhileNeeded,5000,Integer,135468927,,,,,,,,,
WhileNeeded,5000,Integer,142485024,,,,,,,,,
WhileNeeded,5000,Integer,135648002,,,,,,,,,
WhileNeeded,5000,Integer,136539837,,,,,,,,,
WhileNeeded,5000,Integer,135322794,,,,,,,,,
WhileNeeded,5000,Integer,136881145,,,,,,,,,
WhileNeeded,5000,Integer,153067005,,,,,,,,,
WhileNeeded,5000,Integer,152982939,,,,,,,,,
WhileNeeded,5000,Integer,159922876,,,,,,,,,
WhileNeeded,5000,Integer,145744027,,,,,,,,,
WhileNeeded,5000,Integer,143345009,,,,,,,,,
WhileNeeded,5000,Integer,160832196,,,,,,,,,
WhileNeeded,5000,Integer,158536152,,,,,,,,,
WhileNeeded,5000,Integer,158457007,,,,,,,,,
WhileNeeded,5000,Integer,166471252,,,,,,,,,
WhileNeeded,5000,Integer,155253548,,,,,,,,,
PassPerItem,100,Byte,1086218,,,,,,,,,
PassPerItem,100,Byte,574122,,,,,,,,,
PassPerItem,100,Byte,659551,,,,,,,,,
PassPerItem,100,Byte,586645,,,,,,,,,
PassPerItem,100,Byte,880586,,,,,,,,,
PassPerItem,100,Byte,546700,,,,,,,,,
PassPerItem,100,Byte,156127,,,,,,,,,
PassPerItem,100,Byte,133985,,,,,,,,,
PassPerItem,100,Byte,133807,,,,,,,,,
PassPerItem,100,Byte,130938,,,,,,,,,
PassPerItem,100,Byte,130416,,,,,,,,,
PassPerItem,100,Byte,130978,,,,,,,,,
PassPerItem,100,Byte,127844,,,,,,,,,
PassPerItem,100,Byte,130140,,,,,,,,,
PassPerItem,100,Byte,126943,,,,,,,,,
PassPerItem,100,Byte,131981,,,,,,,,,
PassPerItem,100,Byte,128219,,,,,,,,,
PassPerItem,100,Byte,128511,,,,,,,,,
PassPerItem,100,Byte,129546,,,,,,,,,
PassPerItem,100,Byte,129937,,,,,,,,,
PassPerItem,100,Byte,136918,,,,,,,,,
PassPerItem,100,Byte,131818,,,,,,,,,
PassPerItem,100,Byte,56588,,,,,,,,,
PassPerItem,100,Byte,91231,,,,,,,,,
PassPerItem,100,Byte,58966,,,,,,,,,
PassPerItem,100,Byte,92127,,,,,,,,,
PassPerItem,100,Byte,58294,,,,,,,,,
PassPerItem,100,Byte,57659,,,,,,,,,
PassPerItem,100,Byte,56096,,,,,,,,,
PassPerItem,100,Byte,56348,,,,,,,,,
PassPerItem,100,Byte,70140,,,,,,,,,
PassPerItem,100,Byte,58670,,,,,,,,,
PassPerItem,100,Byte,57960,,,,,,,,,
PassPerItem,100,Byte,56644,,,,,,,,,
PassPerItem,100,Byte,56846,,,,,,,,,
PassPerItem,100,Byte,58013,,,,,,,,,
PassPerItem,100,Byte,56648,,,,,,,,,
PassPerItem,100,Byte,58659,,,,,,,,,
PassPerItem,100,Byte,55972,,,,,,,,,
PassPerItem,100,Byte,56430,,,,,,,,,
PassPerItem,100,Byte,57632,,,,,,,,,
PassPerItem,100,Byte,56532,,,,,,,,,
PassPerItem,100,Byte,55783,,,,,,,,,
PassPerItem,100,Byte,54923,,,,,,,,,
PassPerItem,100,Byte,57060,,,,,,,,,
PassPerItem,100,Byte,57034,,,,,,,,,
PassPerItem,100,Byte,54985,,,,,,,,,
PassPerItem,100,Byte,56014,,,,,,,,,
PassPerItem,100,Byte,56902,,,,,,,,,
PassPerItem,100,Byte,55785,,,,,,,,,
PassPerItem,100,Byte,56806,,,,,,,,,
PassPerItem,100,Byte,57605,,,,,,,,,
PassPerItem,100,Byte,57124,,,,,,,,,
PassPerItem,100,Byte,56477,,,,,,,,,
PassPerItem,100,Byte,56467,,,,,,,,,
PassPerItem,100,Byte,55875,,,,,,,,,
PassPerItem,100,Byte,56664,,,,,,,,,
PassPerItem,100,Byte,57216,,,,,,,,,
PassPerItem,100,Byte,55029,,,,,,,,,
PassPerItem,100,Byte,57557,,,,,,,,,
PassPerItem,100,Byte,55769,,,,,,,,,
PassPerItem,100,Byte,56266,,,,,,,,,
PassPerItem,100,Byte,57826,,,,,,,,,
PassPerItem,100,Byte,56747,,,,,,,,,
PassPerItem,100,Byte,56904,,,,,,,,,
PassPerItem,100,Byte,56416,,,,,,,,,
PassPerItem,100,Byte,56731,,,,,,,,,
PassPerItem,100,Byte,57687,,,,,,,,,
PassPerItem,100,Byte,57794,,,,,,,,,
PassPerItem,100,Byte,75701,,,,,,,,,
PassPerItem,100,Byte,56802,,,,,,,,,
PassPerItem,100,Byte,55155,,,,,,,,,
PassPerItem,100,Byte,57322,,,,,,,,,
PassPerItem,100,Byte,57350,,,,,,,,,
PassPerItem,100,Byte,57891,,,,,,,,,
PassPerItem,100,Byte,55869,,,,,,,,,
PassPerItem,100,Byte,55766,,,,,,,,,
PassPerItem,100,Byte,56908,,,,,,,,,
PassPerItem,100,Byte,55095,,,,,,,,,
PassPerItem,100,Byte,57124,,,,,,,,,
PassPerItem,100,Byte,56764,,,,,,,,,
PassPerItem,100,Byte,55212,,,,,,,,,
PassPerItem,100,Byte,55112,,,,,,,,,
PassPerItem,100,Byte,56916,,,,,,,,,
PassPerItem,100,Byte,55379,,,,,,,,,
PassPerItem,100,Byte,58256,,,,,,,,,
PassPerItem,100,Byte,55906,,,,,,,,,
PassPerItem,100,Byte,55948,,,,,,,,,
PassPerItem,100,Byte,57447,,,,,,,,,
PassPerItem,100,Byte,57107,,,,,,,,,
PassPerItem,100,Byte,56510,,,,,,,,,
PassPerItem,100,Byte,56783,,,,,,,,,
PassPerItem,100,Byte,56010,,,,,,,,,
PassPerItem,100,Byte,54978,,,,,,,,,
PassPerItem,100,Byte,56089,,,,,,,,,
PassPerItem,100,Byte,55729,,,,,,,,,
PassPerItem,100,Byte,54709,,,,,,,,,
PassPerItem,100,Byte,56406,,,,,,,,,
PassPerItem,100,Byte,54438,,,,,,,,,
PassPerItem,100,Byte,56247,,,,,,,,,
UntilNoChange,100,Byte,524721,,,,,,,,,
UntilNoChange,100,Byte,624151,,,,,,,,,
UntilNoChange,100,Byte,585210,,,,,,,,,
UntilNoChange,100,Byte,692779,,,,,,,,,
UntilNoChange,100,Byte,662548,,,,,,,,,
UntilNoChange,100,Byte,521739,,,,,,,,,
UntilNoChange,100,Byte,375484,,,,,,,,,
UntilNoChange,100,Byte,128067,,,,,,,,,
UntilNoChange,100,Byte,127724,,,,,,,,,
