Algorithm,Size,Type,Time (nanoseconds),,,,,,,,,
UntilNoChange,100,Byte,125411,,,,,,,,,
UntilNoChange,100,Byte,128697,,,,,,,,,
UntilNoChange,100,Byte,126479,,,,,,,,,
UntilNoChange,100,Byte,144805,,,,,,,,,
UntilNoChange,100,Byte,128068,,,,,,,,,
UntilNoChange,100,Byte,119504,,,,,,,,,
UntilNoChange,100,Byte,131271,,,,,,,,,
UntilNoChange,100,Byte,126902,,,,,,,,,
UntilNoChange,100,Byte,124136,,,,,,,,,
UntilNoChange,100,Byte,126236,,,,,,,,,
UntilNoChange,100,Byte,121419,,,,,,,,,
UntilNoChange,100,Byte,133029,,,,,,,,,
UntilNoChange,100,Byte,126758,,,,,,,,,
UntilNoChange,100,Byte,198167,,,,,,,,,
UntilNoChange,100,Byte,197571,,,,,,,,,
UntilNoChange,100,Byte,173632,,,,,,,,,
UntilNoChange,100,Byte,182302,,,,,,,,,
UntilNoChange,100,Byte,131931,,,,,,,,,
UntilNoChange,100,Byte,131061,,,,,,,,,
UntilNoChange,100,Byte,131127,,,,,,,,,
UntilNoChange,100,Byte,142000,,,,,,,,,
UntilNoChange,100,Byte,143489,,,,,,,,,
UntilNoChange,100,Byte,131762,,,,,,,,,
UntilNoChange,100,Byte,134368,,,,,,,,,
UntilNoChange,100,Byte,129572,,,,,,,,,
UntilNoChange,100,Byte,125670,,,,,,,,,
UntilNoChange,100,Byte,130598,,,,,,,,,
UntilNoChange,100,Byte,129381,,,,,,,,,
UntilNoChange,100,Byte,130807,,,,,,,,,
UntilNoChange,100,Byte,120574,,,,,,,,,
UntilNoChange,100,Byte,50834,,,,,,,,,
UntilNoChange,100,Byte,56859,,,,,,,,,
UntilNoChange,100,Byte,50975,,,,,,,,,
UntilNoChange,100,Byte,52125,,,,,,,,,
UntilNoChange,100,Byte,50185,,,,,,,,,
UntilNoChange,100,Byte,53585,,,,,,,,,
UntilNoChange,100,Byte,53059,,,,,,,,,
UntilNoChange,100,Byte,52865,,,,,,,,,
UntilNoChange,100,Byte,51804,,,,,,,,,
UntilNoChange,100,Byte,53134,,,,,,,,,
UntilNoChange,100,Byte,46384,,,,,,,,,
UntilNoChange,100,Byte,53597,,,,,,,,,
UntilNoChange,100,Byte,55834,,,,,,,,,
UntilNoChange,100,Byte,53890,,,,,,,,,
UntilNoChange,100,Byte,50724,,,,,,,,,
UntilNoChange,100,Byte,55721,,,,,,,,,
UntilNoChange,100,Byte,49371,,,,,,,,,
UntilNoChange,100,Byte,51672,,,,,,,,,
UntilNoChange,100,Byte,56451,,,,,,,,,
UntilNoChange,100,Byte,52231,,,,,,,,,
UntilNoChange,100,Byte,54850,,,,,,,,,
UntilNoChange,100,Byte,54808,,,,,,,,,
UntilNoChange,100,Byte,52572,,,,,,,,,
UntilNoChange,100,Byte,52980,,,,,,,,,
UntilNoChange,100,Byte,51489,,,,,,,,,
UntilNoChange,100,Byte,49617,,,,,,,,,
UntilNoChange,100,Byte,50002,,,,,,,,,
UntilNoChange,100,Byte,55326,,,,,,,,,
UntilNoChange,100,Byte,54064,,,,,,,,,
UntilNoChange,100,Byte,51596,,,,,,,,,
UntilNoChange,100,Byte,50497,,,,,,,,,
UntilNoChange,100,Byte,51179,,,,,,,,,
UntilNoChange,100,Byte,50984,,,,,,,,,
UntilNoChange,100,Byte,53325,,,,,,,,,
UntilNoChange,100,Byte,53649,,,,,,,,,
UntilNoChange,100,Byte,55026,,,,,,,,,
UntilNoChange,100,Byte,51282,,,,,,,,,
UntilNoChange,100,Byte,51186,,,,,,,,,
UntilNoChange,100,Byte,51551,,,,,,,,,
UntilNoChange,100,Byte,51832,,,,,,,,,
UntilNoChange,100,Byte,54575,,,,,,,,,
UntilNoChange,100,Byte,51756,,,,,,,,,
UntilNoChange,100,Byte,46994,,,,,,,,,
UntilNoChange,100,Byte,49423,,,,,,,,,
UntilNoChange,100,Byte,52073,,,,,,,,,
UntilNoChange,100,Byte,52993,,,,,,,,,
UntilNoChange,100,Byte,53695,,,,,,,,,
UntilNoChange,100,Byte,55695,,,,,,,,,
UntilNoChange,100,Byte,50287,,,,,,,,,
UntilNoChange,100,Byte,55386,,,,,,,,,
UntilNoChange,100,Byte,56505,,,,,,,,,
UntilNoChange,100,Byte,56334,,,,,,,,,
UntilNoChange,100,Byte,54852,,,,,,,,,
UntilNoChange,100,Byte,51700,,,,,,,,,
UntilNoChange,100,Byte,50274,,,,,,,,,
UntilNoChange,100,Byte,49974,,,,,,,,,
UntilNoChange,100,Byte,53317,,,,,,,,,
UntilNoChange,100,Byte,49406,,,,,,,,,
UntilNoChange,100,Byte,53145,,,,,,,,,
UntilNoChange,100,Byte,47947,,,,,,,,,
UntilNoChange,100,Byte,52055,,,,,,,,,
WhileNeeded,100,Byte,299037,,,,,,,,,
WhileNeeded,100,Byte,326482,,,,,,,,,
WhileNeeded,100,Byte,349311,,,,,,,,,
WhileNeeded,100,Byte,559822,,,,,,,,,
WhileNeeded,100,Byte,319599,,,,,,,,,
WhileNeeded,100,Byte,321382,,,,,,,,,
WhileNeeded,100,Byte,329250,,,,,,,,,
WhileNeeded,100,Byte,325974,,,,,,,,,
WhileNeeded,100,Byte,313055,,,,,,,,,
WhileNeeded,100,Byte,306696,,,,,,,,,
WhileNeeded,100,Byte,304819,,,,,,,,,
WhileNeeded,100,Byte,323688,,,,,,,,,
WhileNeeded,100,Byte,302831,,,,,,,,,
WhileNeeded,100,Byte,308857,,,,,,,,,
WhileNeeded,100,Byte,285826,,,,,,,,,
WhileNeeded,100,Byte,325854,,,,,,,,,
WhileNeeded,100,Byte,318940,,,,,,,,,
WhileNeeded,100,Byte,67763,,,,,,,,,
WhileNeeded,100,Byte,107864,,,,,,,,,
WhileNeeded,100,Byte,115615,,,,,,,,,
WhileNeeded,100,Byte,108864,,,,,,,,,
WhileNeeded,100,Byte,111258,,,,,,,,,
WhileNeeded,100,Byte,175986,,,,,,,,,
WhileNeeded,100,Byte,162446,,,,,,,,,
WhileNeeded,100,Byte,184021,,,,,,,,,
WhileNeeded,100,Byte,111457,,,,,,,,,
WhileNeeded,100,Byte,113568,,,,,,,,,
WhileNeeded,100,Byte,114036,,,,,,,,,
WhileNeeded,100,Byte,129265,,,,,,,,,
WhileNeeded,100,Byte,133113,,,,,,,,,
WhileNeeded,100,Byte,162440,,,,,,,,,
WhileNeeded,100,Byte,114188,,,,,,,,,
WhileNeeded,100,Byte,112963,,,,,,,,,
WhileNeeded,100,Byte,108921,,,,,,,,,
WhileNeeded,100,Byte,113498,,,,,,,,,
WhileNeeded,100,Byte,112739,,,,,,,,,
WhileNeeded,100,Byte,109680,,,,,,,,,
WhileNeeded,100,Byte,112565,,,,,,,,,
WhileNeeded,100,Byte,106978,,,,,,,,,
WhileNeeded,100,Byte,107706,,,,,,,,,
WhileNeeded,100,Byte,113237,,,,,,,,,
WhileNeeded,100,Byte,108455,,,,,,,,,
WhileNeeded,100,Byte,108904,,,,,,,,,
WhileNeeded,100,Byte,106122,,,,,,,,,
WhileNeeded,100,Byte,115462,,,,,,,,,
WhileNeeded,100,Byte,110435,,,,,,,,,
WhileNeeded,100,Byte,40534,,,,,,,,,
WhileNeeded,100,Byte,38371,,,,,,,,,
WhileNeeded,100,Byte,40738,,,,,,,,,
WhileNeeded,100,Byte,37319,,,,,,,,,
WhileNeeded,100,Byte,39613,,,,,,,,,
WhileNeeded,100,Byte,40482,,,,,,,,,
WhileNeeded,100,Byte,42783,,,,,,,,,
WhileNeeded,100,Byte,39084,,,,,,,,,
WhileNeeded,100,Byte,39000,,,,,,,,,
WhileNeeded,100,Byte,38132,,,,,,,,,
WhileNeeded,100,Byte,39667,,,,,,,,,
WhileNeeded,100,Byte,41956,,,,,,,,,
WhileNeeded,100,Byte,37510,,,,,,,,,
WhileNeeded,100,Byte,39836,,,,,,,,,
WhileNeeded,100,Byte,41005,,,,,,,,,
WhileNeeded,100,Byte,38907,,,,,,,,,
WhileNeeded,100,Byte,40790,,,,,,,,,
WhileNeeded,100,Byte,39826,,,,,,,,,
WhileNeeded,100,Byte,39707,,,,,,,,,
WhileNeeded,100,Byte,38596,,,,,,,,,
WhileNeeded,100,Byte,40334,,,,,,,,,
WhileNeeded,100,Byte,41194,,,,,,,,,
WhileNeeded,100,Byte,39986,,,,,,,,,
WhileNeeded,100,Byte,37453,,,,,,,,,
WhileNeeded,100,Byte,40550,,,,,,,,,
WhileNeeded,100,Byte,40221,,,,,,,,,
WhileNeeded,100,Byte,41219,,,,,,,,,
WhileNeeded,100,Byte,40730,,,,,,,,,
WhileNeeded,100,Byte,41317,,,,,,,,,
WhileNeeded,100,Byte,39242,,,,,,,,,
WhileNeeded,100,Byte,40127,,,,,,,,,
WhileNeeded,100,Byte,39725,,,,,,,,,
WhileNeeded,100,Byte,39208,,,,,,,,,
WhileNeeded,100,Byte,41941,,,,,,,,,
WhileNeeded,100,Byte,40494,,,,,,,,,
WhileNeeded,100,Byte,38368,,,,,,,,,
WhileNeeded,100,Byte,37995,,,,,,,,,
WhileNeeded,100,Byte,40471,,,,,,,,,
WhileNeeded,100,Byte,38904,,,,,,,,,
WhileNeeded,100,Byte,41709,,,,,,,,,
WhileNeeded,100,Byte,40567,,,,,,,,,
WhileNeeded,100,Byte,39759,,,,,,,,,
WhileNeeded,100,Byte,40776,,,,,,,,,
WhileNeeded,100,Byte,41697,,,,,,,,,
WhileNeeded,100,Byte,41404,,,,,,,,,
WhileNeeded,100,Byte,41283,,,,,,,,,
WhileNeeded,100,Byte,40112,,,,,,,,,
WhileNeeded,100,Byte,49357,,,,,,,,,
WhileNeeded,100,Byte,38240,,,,,,,,,
WhileNeeded,100,Byte,40751,,,,,,,,,
WhileNeeded,100,Byte,38429,,,,,,,,,
WhileNeeded,100,Byte,40352,,,,,,,,,
WhileNeeded,100,Byte,39576,,,,,,,,,
WhileNeeded,100,Byte,40003,,,,,,,,,
PassPerItem,1000,Byte,10067862,,,,,,,,,
PassPerItem,1000,Byte,9980347,,,,,,,,,
PassPerItem,1000,Byte,10055066,,,,,,,,,
PassPerItem,1000,Byte,9993320,,,,,,,,,
PassPerItem,1000,Byte,9998356,,,,,,,,,
PassPerItem,1000,Byte,9977840,,,,,,,,,
PassPerItem,1000,Byte,9994478,,,,,,,,,
PassPerItem,1000,Byte,10008018,,,,,,,,,
PassPerItem,1000,Byte,10099950,,,,,,,,,
PassPerItem,1000,Byte,9999068,,,,,,,,,
PassPerItem,1000,Byte,9996449,,,,,,,,,
PassPerItem,1000,Byte,10331589,,,,,,,,,
PassPerItem,1000,Byte,10022871,,,,,,,,,
PassPerItem,1000,Byte,10030331,,,,,,,,,
PassPerItem,1000,Byte,10053088,,,,,,,,,
PassPerItem,1000,Byte,10042492,,,,,,,,,
PassPerItem,1000,Byte,9618645,,,,,,,,,
PassPerItem,1000,Byte,10105285,,,,,,,,,
PassPerItem,1000,Byte,10023753,,,,,,,,,
PassPerItem,1000,Byte,10083542,,,,,,,,,
PassPerItem,1000,Byte,10391542,,,,,,,,,
PassPerItem,1000,Byte,10057423,,,,,,,,,
PassPerItem,1000,Byte,10079483,,,,,,,,,
PassPerItem,1000,Byte,10061594,,,,,,,,,
PassPerItem,1000,Byte,10060097,,,,,,,,,
PassPerItem,1000,Byte,10490392,,,,,,,,,
PassPerItem,1000,Byte,10441321,,,,,,,,,
PassPerItem,1000,Byte,10117987,,,,,,,,,
PassPerItem,1000,Byte,9994676,,,,,,,,,
PassPerItem,1000,Byte,10064336,,,,,,,,,
PassPerItem,1000,Byte,10358169,,,,,,,,,
PassPerItem,1000,Byte,10092079,,,,,,,,,
PassPerItem,1000,Byte,10083578,,,,,,,,,
PassPerItem,1000,Byte,10038644,,,,,,,,,
PassPerItem,1000,Byte,10048475,,,,,,,,,
PassPerItem,1000,Byte,9942026,,,,,,,,,
PassPerItem,1000,Byte,10089991,,,,,,,,,
PassPerItem,1000,Byte,10098127,,,,,,,,,
PassPerItem,1000,Byte,10047784,,,,,,,,,
PassPerItem,1000,Byte,10019481,,,,,,,,,
PassPerItem,1000,Byte,9989771,,,,,,,,,
PassPerItem,1000,Byte,10047582,,,,,,,,,
PassPerItem,1000,Byte,10004141,,,,,,,,,
PassPerItem,1000,Byte,10050989,,,,,,,,,
PassPerItem,1000,Byte,10051553,,,,,,,,,
PassPerItem,1000,Byte,10082777,,,,,,,,,
PassPerItem,1000,Byte,10172481,,,,,,,,,
PassPerItem,1000,Byte,10019276,,,,,,,,,
PassPerItem,1000,Byte,9984331,,,,,,,,,
PassPerItem,1000,Byte,10019210,,,,,,,,,
PassPerItem,1000,Byte,10094035,,,,,,,,,
PassPerItem,1000,Byte,10079514,,,,,,,,,
PassPerItem,1000,Byte,10024858,,,,,,,,,
PassPerItem,1000,Byte,10102629,,,,,,,,,
PassPerItem,1000,Byte,10391248,,,,,,,,,
PassPerItem,1000,Byte,10105466,,,,,,,,,
PassPerItem,1000,Byte,10896496,,,,,,,,,
PassPerItem,1000,Byte,10531690,,,,,,,,,
PassPerItem,1000,Byte,10643256,,,,,,,,,
PassPerItem,1000,Byte,10589397,,,,,,,,,
PassPerItem,1000,Byte,10600125,,,,,,,,,
PassPerItem,1000,Byte,10571452,,,,,,,,,
PassPerItem,1000,Byte,10629975,,,,,,,,,
PassPerItem,1000,Byte,11620739,,,,,,,,,
PassPerItem,1000,Byte,12514115,,,,,,,,,
PassPerItem,1000,Byte,11640050,,,,,,,,,
PassPerItem,1000,Byte,10815985,,,,,,,,,
PassPerItem,1000,Byte,25477706,,,,,,,,,
PassPerItem,1000,Byte,10878001,,,,,,,,,
PassPerItem,1000,Byte,13222468,,,,,,,,,
PassPerItem,1000,Byte,11416829,,,,,,,,,
PassPerItem,1000,Byte,10605621,,,,,,,,,
PassPerItem,1000,Byte,11402693,,,,,,,,,
PassPerItem,1000,Byte,11322088,,,,,,,,,
PassPerItem,1000,Byte,10584718,,,,,,,,,
PassPerItem,1000,Byte,12751758,,,,,,,,,
PassPerItem,1000,Byte,10846990,,,,,,,,,
PassPerItem,1000,Byte,12473438,,,,,,,,,
PassPerItem,1000,Byte,10837476,,,,,,,,,
PassPerItem,1000,Byte,10988879,,,,,,,,,
PassPerItem,1000,Byte,11053326,,,,,,,,,
PassPerItem,1000,Byte,11189767,,,,,,,,,
PassPerItem,1000,Byte,12389048,,,,,,,,,
PassPerItem,1000,Byte,12040246,,,,,,,,,
PassPerItem,1000,Byte,12369199,,,,,,,,,
PassPerItem,1000,Byte,12061899,,,,,,,,,
PassPerItem,1000,Byte,10570809,,,,,,,,,
PassPerItem,1000,Byte,11348555,,,,,,,,,
PassPerItem,1000,Byte,10910456,,,,,,,,,
PassPerItem,1000,Byte,10963158,,,,,,,,,
PassPerItem,1000,Byte,10460935,,,,,,,,,
PassPerItem,1000,Byte,10963955,,,,,,,,,
PassPerItem,1000,Byte,10483228,,,,,,,,,
PassPerItem,1000,Byte,10448066,,,,,,,,,
PassPerItem,1000,Byte,10291573,,,,,,,,,
PassPerItem,1000,Byte,10030527,,,,,,,,,
PassPerItem,1000,Byte,10507398,,,,,,,,,
PassPerItem,1000,Byte,10028414,,,,,,,,,
PassPerItem,1000,Byte,15682475,,,,,,,,,
PassPerItem,1000,Byte,10346999,,,,,,,,,
UntilNoChange,1000,Byte,10257136,,,,,,,,,
UntilNoChange,1000,Byte,9742027,,,,,,,,,
UntilNoChange,1000,Byte,9927451,,,,,,,,,
UntilNoChange,1000,Byte,9811140,,,,,,,,,
UntilNoChange,1000,Byte,10122623,,,,,,,,,
UntilNoChange,1000,Byte,9612903,,,,,,,,,
UntilNoChange,1000,Byte,9625515,,,,,,,,,
UntilNoChange,1000,Byte,9847161,,,,,,,,,
UntilNoChange,1000,Byte,9927510,,,,,,,,,
UntilNoChange,1000,Byte,9960462,,,,,,,,,
UntilNoChange,1000,Byte,9730547,,,,,,,,,
UntilNoChange,1000,Byte,10289252,,,,,,,,,
UntilNoChange,1000,Byte,9679874,,,,,,,,,
UntilNoChange,1000,Byte,10172966,,,,,,,,,
UntilNoChange,1000,Byte,10160141,,,,,,,,,
UntilNoChange,1000,Byte,10238813,,,,,,,,,
UntilNoChange,1000,Byte,9475569,,,,,,,,,
UntilNoChange,1000,Byte,9751703,,,,,,,,,
UntilNoChange,1000,Byte,9966120,,,,,,,,,
UntilNoChange,1000,Byte,10269241,,,,,,,,,
UntilNoChange,1000,Byte,9664738,,,,,,,,,
UntilNoChange,1000,Byte,10021758,,,,,,,,,
UntilNoChange,1000,Byte,10221246,,,,,,,,,
UntilNoChange,1000,Byte,10123755,,,,,,,,,
UntilNoChange,1000,Byte,9849103,,,,,,,,,
UntilNoChange,1000,Byte,10375713,,,,,,,,,
UntilNoChange,1000,Byte,9991422,,,,,,,,,
UntilNoChange,1000,Byte,9986826,,,,,,,,,
UntilNoChange,1000,Byte,10212165,,,,,,,,,
UntilNoChange,1000,Byte,10104185,,,,,,,,,
UntilNoChange,1000,Byte,10142932,,,,,,,,,
UntilNoChange,1000,Byte,9884312,,,,,,,,,
UntilNoChange,1000,Byte,10256042,,,,,,,,,
UntilNoChange,1000,Byte,9864340,,,,,,,,,
UntilNoChange,1000,Byte,10169939,,,,,,,,,
UntilNoChange,1000,Byte,9724030,,,,,,,,,
UntilNoChange,1000,Byte,9728505,,,,,,,,,
UntilNoChange,1000,Byte,10197079,,,,,,,,,
UntilNoChange,1000,Byte,10210643,,,,,,,,,
UntilNoChange,1000,Byte,9802370,,,,,,,,,
UntilNoChange,1000,Byte,9825011,,,,,,,,,
UntilNoChange,1000,Byte,10154733,,,,,,,,,
UntilNoChange,1000,Byte,9404276,,,,,,,,,
UntilNoChange,1000,Byte,9967403,,,,,,,,,
UntilNoChange,1000,Byte,9967131,,,,,,,,,
UntilNoChange,1000,Byte,10327038,,,,,,,,,
UntilNoChange,1000,Byte,10393544,,,,,,,,,
UntilNoChange,1000,Byte,10013987,,,,,,,,,
UntilNoChange,1000,Byte,10114522,,,,,,,,,
UntilNoChange,1000,Byte,10004914,,,,,,,,,
UntilNoChange,1000,Byte,9979369,,,,,,,,,
UntilNoChange,1000,Byte,9830681,,,,,,,,,
UntilNoChange,1000,Byte,9894438,,,,,,,,,
UntilNoChange,1000,Byte,9947794,,,,,,,,,
UntilNoChange,1000,Byte,9951507,,,,,,,,,
UntilNoChange,1000,Byte,9936917,,,,,,,,,
UntilNoChange,1000,Byte,10494529,,,,,,,,,
UntilNoChange,1000,Byte,10604126,,,,,,,,,
UntilNoChange,1000,Byte,10777645,,,,,,,,,
UntilNoChange,1000,Byte,10457510,,,,,,,,,
UntilNoChange,1000,Byte,10919986,,,,,,,,,
UntilNoChange,1000,Byte,11273207,,,,,,,,,
UntilNoChange,1000,Byte,10935409,,,,,,,,,
UntilNoChange,1000,Byte,13074271,,,,,,,,,
UntilNoChange,1000,Byte,11344811,,,,,,,,,
UntilNoChange,1000,Byte,10495599,,,,,,,,,
UntilNoChange,1000,Byte,11145479,,,,,,,,,
UntilNoChange,1000,Byte,10738036,,,,,,,,,
UntilNoChange,1000,Byte,12847358,,,,,,,,,
UntilNoChange,1000,Byte,13120640,,,,,,,,,
UntilNoChange,1000,Byte,10929952,,,,,,,,,
UntilNoChange,1000,Byte,11376630,,,,,,,,,
UntilNoChange,1000,Byte,11103368,,,,,,,,,
UntilNoChange,1000,Byte,10551258,,,,,,,,,
UntilNoChange,1000,Byte,11065925,,,,,,,,,
UntilNoChange,1000,Byte,11112267,,,,,,,,,
UntilNoChange,1000,Byte,10839794,,,,,,,,,
UntilNoChange,1000,Byte,11213488,,,,,,,,,
UntilNoChange,1000,Byte,10731006,,,,,,,,,
UntilNoChange,1000,Byte,10700768,,,,,,,,,
UntilNoChange,1000,Byte,10695200,,,,,,,,,
UntilNoChange,1000,Byte,10968858,,,,,,,,,
UntilNoChange,1000,Byte,11865749,,,,,,,,,
UntilNoChange,1000,Byte,12224597,,,,,,,,,
UntilNoChange,1000,Byte,11966476,,,,,,,,,
UntilNoChange,1000,Byte,10992852,,,,,,,,,
UntilNoChange,1000,Byte,11112934,,,,,,,,,
UntilNoChange,1000,Byte,11443105,,,,,,,,,
UntilNoChange,1000,Byte,10841247,,,,,,,,,
UntilNoChange,1000,Byte,10769428,,,,,,,,,
UntilNoChange,1000,Byte,11241414,,,,,,,,,
UntilNoChange,1000,Byte,10486133,,,,,,,,,
UntilNoChange,1000,Byte,11043116,,,,,,,,,
UntilNoChange,1000,Byte,10247233,,,,,,,,,
UntilNoChange,1000,Byte,9899015,,,,,,,,,
UntilNoChange,1000,Byte,9773800,,,,,,,,,
UntilNoChange,1000,Byte,10094074,,,,,,,,,
UntilNoChange,1000,Byte,12243446,,,,,,,,,
UntilNoChange,1000,Byte,10100803,,,,,,,,,
UntilNoChange,1000,Byte,11106373,,,,,,,,,
WhileNeeded,1000,Byte,5699576,,,,,,,,,
WhileNeeded,1000,Byte,5556069,,,,,,,,,
WhileNeeded,1000,Byte,5652247,,,,,,,,,
WhileNeeded,1000,Byte,5576028,,,,,,,,,
WhileNeeded,1000,Byte,5635192,,,,,,,,,
WhileNeeded,1000,Byte,5597243,,,,,,,,,
WhileNeeded,1000,Byte,5557271,,,,,,,,,
WhileNeeded,1000,Byte,5614750,,,,,,,,,
WhileNeeded,1000,Byte,5666853,,,,,,,,,
WhileNeeded,1000,Byte,5638008,,,,,,,,,
WhileNeeded,1000,Byte,5622618,,,,,,,,,
WhileNeeded,1000,Byte,5620098,,,,,,,,,
WhileNeeded,1000,Byte,5949064,,,,,,,,,
WhileNeeded,1000,Byte,5675473,,,,,,,,,
WhileNeeded,1000,Byte,5666897,,,,,,,,,
WhileNeeded,1000,Byte,5515212,,,,,,,,,
WhileNeeded,1000,Byte,5389328,,,,,,,,,
WhileNeeded,1000,Byte,5624726,,,,,,,,,
WhileNeeded,1000,Byte,5696448,,,,,,,,,
WhileNeeded,1000,Byte,5666303,,,,,,,,,
WhileNeeded,1000,Byte,5580139,,,,,,,,,
WhileNeeded,1000,Byte,5651116,,,,,,,,,
WhileNeeded,1000,Byte,5686195,,,,,,,,,
WhileNeeded,1000,Byte,5659577,,,,,,,,,
WhileNeeded,1000,Byte,5873390,,,,,,,,,
WhileNeeded,1000,Byte,5884415,,,,,,,,,
WhileNeeded,1000,Byte,5845451,,,,,,,,,
WhileNeeded,1000,Byte,5665785,,,,,,,,,
WhileNeeded,1000,Byte,5660025,,,,,,,,,
WhileNeeded,1000,Byte,5813974,,,,,,,,,
WhileNeeded,1000,Byte,5667612,,,,,,,,,
WhileNeeded,1000,Byte,5688784,,,,,,,,,
WhileNeeded,1000,Byte,5708445,,,,,,,,,
WhileNeeded,1000,Byte,5630173,,,,,,,,,
WhileNeeded,1000,Byte,5642848,,,,,,,,,
WhileNeeded,1000,Byte,5613730,,,,,,,,,
WhileNeeded,1000,Byte,5651615,,,,,,,,,
WhileNeeded,1000,Byte,5637508,,,,,,,,,
WhileNeeded,1000,Byte,5667604,,,,,,,,,
WhileNeeded,1000,Byte,5513710,,,,,,,,,
WhileNeeded,1000,Byte,5572160,,,,,,,,,
WhileNeeded,1000,Byte,5699527,,,,,,,,,
WhileNeeded,1000,Byte,5574151,,,,,,,,,
WhileNeeded,1000,Byte,5630920,,,,,,,,,
WhileNeeded,1000,Byte,5648479,,,,,,,,,
WhileNeeded,1000,Byte,5656993,,,,,,,,,
WhileNeeded,1000,Byte,5651329,,,,,,,,,
WhileNeeded,1000,Byte,5649914,,,,,,,,,
WhileNeeded,1000,Byte,5632229,,,,,,,,,
WhileNeeded,1000,Byte,5593923,,,,,,,,,
WhileNeeded,1000,Byte,5646059,,,,,,,,,
WhileNeeded,1000,Byte,5633997,,,,,,,,,
WhileNeeded,1000,Byte,5617325,,,,,,,,,
WhileNeeded,1000,Byte,5682861,,,,,,,,,
WhileNeeded,1000,Byte,5638266,,,,,,,,,
WhileNeeded,1000,Byte,5649691,,,,,,,,,
WhileNeeded,1000,Byte,6032658,,,,,,,,,
WhileNeeded,1000,Byte,5917782,,,,,,,,,
WhileNeeded,1000,Byte,5918594,,,,,,,,,
WhileNeeded,1000,Byte,5943757,,,,,,,,,
WhileNeeded,1000,Byte,5992317,,,,,,,,,
WhileNeeded,1000,Byte,6581386,,,,,,,,,
WhileNeeded,1000,Byte,5978916,,,,,,,,,
WhileNeeded,1000,Byte,6032611,,,,,,,,,
WhileNeeded,1000,Byte,6830558,,,,,,,,,
WhileNeeded,1000,Byte,6631721,,,,,,,,,
WhileNeeded,1000,Byte,7686557,,,,,,,,,
WhileNeeded,1000,Byte,5909628,,,,,,,,,
WhileNeeded,1000,Byte,6608044,,,,,,,,,
WhileNeeded,1000,Byte,6063428,,,,,,,,,
WhileNeeded,1000,Byte,6866164,,,,,,,,,
WhileNeeded,1000,Byte,5980013,,,,,,,,,
WhileNeeded,1000,Byte,6014612,,,,,,,,,
WhileNeeded,1000,Byte,6972878,,,,,,,,,
WhileNeeded,1000,Byte,5950688,,,,,,,,,
WhileNeeded,1000,Byte,5847117,,,,,,,,,
WhileNeeded,1000,Byte,5836118,,,,,,,,,
WhileNeeded,1000,Byte,6401549,,,,,,,,,
WhileNeeded,1000,Byte,6100597,,,,,,,,,
WhileNeeded,1000,Byte,6015025,,,,,,,,,
WhileNeeded,1000,Byte,6356226,,,,,,,,,
WhileNeeded,1000,Byte,6095429,,,,,,,,,
WhileNeeded,1000,Byte,6595518,,,,,,,,,
WhileNeeded,1000,Byte,6630737,,,,,,,,,
WhileNeeded,1000,Byte,6645063,,,,,,,,,
WhileNeeded,1000,Byte,6326457,,,,,,,,,
WhileNeeded,1000,Byte,6480846,,,,,,,,,
WhileNeeded,1000,Byte,5838425,,,,,,,,,
WhileNeeded,1000,Byte,6601113,,,,,,,,,
WhileNeeded,1000,Byte,6483577,,,,,,,,,
WhileNeeded,1000,Byte,5798100,,,,,,,,,
WhileNeeded,1000,Byte,6351043,,,,,,,,,
WhileNeeded,1000,Byte,5722662,,,,,,,,,
WhileNeeded,1000,Byte,5608142,,,,,,,,,
WhileNeeded,1000,Byte,5724878,,,,,,,,,
WhileNeeded,1000,Byte,5632720,,,,,,,,,
WhileNeeded,1000,Byte,6069235,,,,,,,,,
WhileNeeded,1000,Byte,9713907,,,,,,,,,
WhileNeeded,1000,Byte,6139768,,,,,,,,,
WhileNeeded,1000,Byte,5706966,,,,,,,,,
PassPerItem,5000,Byte,239315441,,,,,,,,,
PassPerItem,5000,Byte,218716715,,,,,,,,,
PassPerItem,5000,Byte,237249307,,,,,,,,,
PassPerItem,5000,Byte,247947763,,,,,,,,,
PassPerItem,5000,Byte,255760611,,,,,,,,,
PassPerItem,5000,Byte,251945780,,,,,,,,,
PassPerItem,5000,Byte,275246846,,,,,,,,,
PassPerItem,5000,Byte,252839783,,,,,,,,,
PassPerItem,5000,Byte,249922373,,,,,,,,,
PassPerItem,5000,Byte,238943375,,,,,,,,,
PassPerItem,5000,Byte,260054779,,,,,,,,,
PassPerItem,5000,Byte,253924533,,,,,,,,,
PassPerItem,5000,Byte,250167462,,,,,,,,,
PassPerItem,5000,Byte,220501916,,,,,,,,,
PassPerItem,5000,Byte,220508905,,,,,,,,,
PassPerItem,5000,Byte,220982722,,,,,,,,,
PassPerItem,5000,Byte,222917041,,,,,,,,,
PassPerItem,5000,Byte,219752133,,,,,,,,,
PassPerItem,5000,Byte,216471813,,,,,,,,,
PassPerItem,5000,Byte,219414688,,,,,,,,,
PassPerItem,5000,Byte,216735522,,,,,,,,,
PassPerItem,5000,Byte,219902904,,,,,,,,,
PassPerItem,5000,Byte,220317375,,,,,,,,,
PassPerItem,5000,Byte,220799287,,,,,,,,,
PassPerItem,5000,Byte,217076325,,,,,,,,,
PassPerItem,5000,Byte,216418487,,,,,,,,,
