Algorithm,Size,Type,Time (nanoseconds),,,,,,,,,
UntilNoChange,1000,Integer,10109375,,,,,,,,,
UntilNoChange,1000,Integer,9564851,,,,,,,,,
UntilNoChange,1000,Integer,11733463,,,,,,,,,
UntilNoChange,1000,Integer,9551784,,,,,,,,,
UntilNoChange,1000,Integer,9630742,,,,,,,,,
UntilNoChange,1000,Integer,9579388,,,,,,,,,
UntilNoChange,1000,Integer,11512354,,,,,,,,,
WhileNeeded,1000,Integer,5594606,,,,,,,,,
WhileNeeded,1000,Integer,5889972,,,,,,,,,
WhileNeeded,1000,Integer,5881390,,,,,,,,,
WhileNeeded,1000,Integer,5576054,,,,,,,,,
WhileNeeded,1000,Integer,5516145,,,,,,,,,
WhileNeeded,1000,Integer,5505875,,,,,,,,,
WhileNeeded,1000,Integer,5545998,,,,,,,,,
WhileNeeded,1000,Integer,5534127,,,,,,,,,
WhileNeeded,1000,Integer,5506025,,,,,,,,,
WhileNeeded,1000,Integer,5528401,,,,,,,,,
WhileNeeded,1000,Integer,5734942,,,,,,,,,
WhileNeeded,1000,Integer,5730867,,,,,,,,,
WhileNeeded,1000,Integer,5746594,,,,,,,,,
WhileNeeded,1000,Integer,5729607,,,,,,,,,
WhileNeeded,1000,Integer,5766680,,,,,,,,,
WhileNeeded,1000,Integer,5755557,,,,,,,,,
WhileNeeded,1000,Integer,5783728,,,,,,,,,
WhileNeeded,1000,Integer,5729410,,,,,,,,,
WhileNeeded,1000,Integer,5657236,,,,,,,,,
WhileNeeded,1000,Integer,5561347,,,,,,,,,
WhileNeeded,1000,Integer,5567616,,,,,,,,,
WhileNeeded,1000,Integer,5551061,,,,,,,,,
WhileNeeded,1000,Integer,5540133,,,,,,,,,
WhileNeeded,1000,Integer,5505148,,,,,,,,,
WhileNeeded,1000,Integer,5519424,,,,,,,,,
WhileNeeded,1000,Integer,5505327,,,,,,,,,
WhileNeeded,1000,Integer,5631472,,,,,,,,,
WhileNeeded,1000,Integer,5603265,,,,,,,,,
WhileNeeded,1000,Integer,5827891,,,,,,,,,
WhileNeeded,1000,Integer,5499049,,,,,,,,,
WhileNeeded,1000,Integer,5494012,,,,,,,,,
WhileNeeded,1000,Integer,5663219,,,,,,,,,
WhileNeeded,1000,Integer,5950355,,,,,,,,,
WhileNeeded,1000,Integer,5514995,,,,,,,,,
WhileNeeded,1000,Integer,5532355,,,,,,,,,
WhileNeeded,1000,Integer,5506235,,,,,,,,,
WhileNeeded,1000,Integer,5622470,,,,,,,,,
WhileNeeded,1000,Integer,5769908,,,,,,,,,
WhileNeeded,1000,Integer,5507154,,,,,,,,,
WhileNeeded,1000,Integer,5490323,,,,,,,,,
WhileNeeded,1000,Integer,5521880,,,,,,,,,
WhileNeeded,1000,Integer,5502896,,,,,,,,,
WhileNeeded,1000,Integer,5489274,,,,,,,,,
WhileNeeded,1000,Integer,5507376,,,,,,,,,
WhileNeeded,1000,Integer,5520430,,,,,,,,,
WhileNeeded,1000,Integer,5488356,,,,,,,,,
WhileNeeded,1000,Integer,5503127,,,,,,,,,
WhileNeeded,1000,Integer,5493642,,,,,,,,,
WhileNeeded,1000,Integer,5508023,,,,,,,,,
WhileNeeded,1000,Integer,5495391,,,,,,,,,
WhileNeeded,1000,Integer,5519693,,,,,,,,,
WhileNeeded,1000,Integer,5505371,,,,,,,,,
WhileNeeded,1000,Integer,5497987,,,,,,,,,
WhileNeeded,1000,Integer,5486571,,,,,,,,,
WhileNeeded,1000,Integer,5518468,,,,,,,,,
WhileNeeded,1000,Integer,5490773,,,,,,,,,
WhileNeeded,1000,Integer,5506918,,,,,,,,,
WhileNeeded,1000,Integer,5503233,,,,,,,,,
WhileNeeded,1000,Integer,5492686,,,,,,,,,
WhileNeeded,1000,Integer,5515868,,,,,,,,,
WhileNeeded,1000,Integer,5497076,,,,,,,,,
WhileNeeded,1000,Integer,5485289,,,,,,,,,
WhileNeeded,1000,Integer,5505081,,,,,,,,,
WhileNeeded,1000,Integer,5493277,,,,,,,,,
WhileNeeded,1000,Integer,5492562,,,,,,,,,
WhileNeeded,1000,Integer,5499387,,,,,,,,,
WhileNeeded,1000,Integer,5929719,,,,,,,,,
WhileNeeded,1000,Integer,5506935,,,,,,,,,
WhileNeeded,1000,Integer,5503721,,,,,,,,,
WhileNeeded,1000,Integer,5481906,,,,,,,,,
WhileNeeded,1000,Integer,5507285,,,,,,,,,
WhileNeeded,1000,Integer,5491974,,,,,,,,,
WhileNeeded,1000,Integer,5496693,,,,,,,,,
WhileNeeded,1000,Integer,5494834,,,,,,,,,
WhileNeeded,1000,Integer,5490869,,,,,,,,,
WhileNeeded,1000,Integer,5506393,,,,,,,,,
WhileNeeded,1000,Integer,5500129,,,,,,,,,
WhileNeeded,1000,Integer,5489903,,,,,,,,,
WhileNeeded,1000,Integer,5505075,,,,,,,,,
WhileNeeded,1000,Integer,5497452,,,,,,,,,
WhileNeeded,1000,Integer,5524744,,,,,,,,,
WhileNeeded,1000,Integer,5500395,,,,,,,,,
WhileNeeded,1000,Integer,5492854,,,,,,,,,
WhileNeeded,1000,Integer,5514780,,,,,,,,,
WhileNeeded,1000,Integer,5504833,,,,,,,,,
WhileNeeded,1000,Integer,5489570,,,,,,,,,
WhileNeeded,1000,Integer,5496981,,,,,,,,,
WhileNeeded,1000,Integer,5488213,,,,,,,,,
WhileNeeded,1000,Integer,5496547,,,,,,,,,
WhileNeeded,1000,Integer,5493454,,,,,,,,,
WhileNeeded,1000,Integer,17908919,,,,,,,,,
WhileNeeded,1000,Integer,10517857,,,,,,,,,
WhileNeeded,1000,Integer,5498664,,,,,,,,,
WhileNeeded,1000,Integer,5529885,,,,,,,,,
WhileNeeded,1000,Integer,6615075,,,,,,,,,
WhileNeeded,1000,Integer,5518588,,,,,,,,,
WhileNeeded,1000,Integer,5532857,,,,,,,,,
WhileNeeded,1000,Integer,5503223,,,,,,,,,
WhileNeeded,1000,Integer,5745241,,,,,,,,,
WhileNeeded,1000,Integer,5502480,,,,,,,,,
PassPerItem,5000,Integer,223355609,,,,,,,,,
PassPerItem,5000,Integer,220550241,,,,,,,,,
PassPerItem,5000,Integer,260440613,,,,,,,,,
PassPerItem,5000,Integer,230051276,,,,,,,,,
PassPerItem,5000,Integer,220265292,,,,,,,,,
PassPerItem,5000,Integer,217319135,,,,,,,,,
PassPerItem,5000,Integer,226889443,,,,,,,,,
PassPerItem,5000,Integer,213391510,,,,,,,,,
PassPerItem,5000,Integer,213876046,,,,,,,,,
PassPerItem,5000,Integer,215150430,,,,,,,,,
PassPerItem,5000,Integer,212986541,,,,,,,,,
PassPerItem,5000,Integer,210932034,,,,,,,,,
PassPerItem,5000,Integer,210683435,,,,,,,,,
PassPerItem,5000,Integer,210045277,,,,,,,,,
PassPerItem,5000,Integer,210015908,,,,,,,,,
PassPerItem,5000,Integer,211673016,,,,,,,,,
PassPerItem,5000,Integer,213955711,,,,,,,,,
PassPerItem,5000,Integer,212059481,,,,,,,,,
PassPerItem,5000,Integer,209812529,,,,,,,,,
PassPerItem,5000,Integer,210393835,,,,,,,,,
PassPerItem,5000,Integer,209781763,,,,,,,,,
PassPerItem,5000,Integer,210055520,,,,,,,,,
PassPerItem,5000,Integer,211507512,,,,,,,,,
PassPerItem,5000,Integer,211791724,,,,,,,,,
PassPerItem,5000,Integer,210324480,,,,,,,,,
PassPerItem,5000,Integer,210461852,,,,,,,,,
PassPerItem,5000,Integer,211259411,,,,,,,,,
PassPerItem,5000,Integer,211349765,,,,,,,,,
PassPerItem,5000,Integer,215766564,,,,,,,,,
PassPerItem,5000,Integer,210282954,,,,,,,,,
PassPerItem,5000,Integer,211299911,,,,,,,,,
PassPerItem,5000,Integer,210225132,,,,,,,,,
PassPerItem,5000,Integer,210383776,,,,,,,,,
PassPerItem,5000,Integer,209893714,,,,,,,,,
PassPerItem,5000,Integer,208339306,,,,,,,,,
PassPerItem,5000,Integer,210085391,,,,,,,,,
PassPerItem,5000,Integer,215189850,,,,,,,,,
PassPerItem,5000,Integer,212328904,,,,,,,,,
PassPerItem,5000,Integer,212288158,,,,,,,,,
PassPerItem,5000,Integer,211834177,,,,,,,,,
PassPerItem,5000,Integer,210289807,,,,,,,,,
PassPerItem,5000,Integer,212182015,,,,,,,,,
PassPerItem,5000,Integer,210336679,,,,,,,,,
PassPerItem,5000,Integer,217183595,,,,,,,,,
PassPerItem,5000,Integer,238419784,,,,,,,,,
PassPerItem,5000,Integer,212900728,,,,,,,,,
PassPerItem,5000,Integer,215641608,,,,,,,,,
PassPerItem,5000,Integer,210337455,,,,,,,,,
PassPerItem,5000,Integer,212324065,,,,,,,,,
PassPerItem,5000,Integer,210039098,,,,,,,,,
PassPerItem,5000,Integer,211355114,,,,,,,,,
PassPerItem,5000,Integer,209999470,,,,,,,,,
PassPerItem,5000,Integer,212425902,,,,,,,,,
PassPerItem,5000,Integer,209977413,,,,,,,,,
PassPerItem,5000,Integer,209864347,,,,,,,,,
PassPerItem,5000,Integer,245419104,,,,,,,,,
PassPerItem,5000,Integer,210129186,,,,,,,,,
PassPerItem,5000,Integer,212280495,,,,,,,,,
PassPerItem,5000,Integer,210567733,,,,,,,,,
PassPerItem,5000,Integer,211771701,,,,,,,,,
PassPerItem,5000,Integer,213265437,,,,,,,,,
PassPerItem,5000,Integer,214077611,,,,,,,,,
PassPerItem,5000,Integer,209783350,,,,,,,,,
PassPerItem,5000,Integer,214055979,,,,,,,,,
PassPerItem,5000,Integer,210353606,,,,,,,,,
PassPerItem,5000,Integer,209760946,,,,,,,,,
PassPerItem,5000,Integer,215339961,,,,,,,,,
PassPerItem,5000,Integer,209777974,,,,,,,,,
PassPerItem,5000,Integer,214849772,,,,,,,,,
PassPerItem,5000,Integer,211747842,,,,,,,,,
PassPerItem,5000,Integer,209874683,,,,,,,,,
PassPerItem,5000,Integer,209878327,,,,,,,,,
PassPerItem,5000,Integer,209901536,,,,,,,,,
PassPerItem,5000,Integer,213745412,,,,,,,,,
PassPerItem,5000,Integer,214205381,,,,,,,,,
PassPerItem,5000,Integer,210957296,,,,,,,,,
PassPerItem,5000,Integer,211150012,,,,,,,,,
PassPerItem,5000,Integer,218519371,,,,,,,,,
PassPerItem,5000,Integer,243286188,,,,,,,,,
PassPerItem,5000,Integer,237401300,,,,,,,,,
PassPerItem,5000,Integer,219200784,,,,,,,,,
PassPerItem,5000,Integer,249419719,,,,,,,,,
PassPerItem,5000,Integer,241617687,,,,,,,,,
PassPerItem,5000,Integer,231029447,,,,,,,,,
PassPerItem,5000,Integer,220554839,,,,,,,,,
PassPerItem,5000,Integer,230009522,,,,,,,,,
PassPerItem,5000,Integer,247501269,,,,,,,,,
PassPerItem,5000,Integer,249799090,,,,,,,,,
PassPerItem,5000,Integer,244601584,,,,,,,,,
PassPerItem,5000,Integer,263363715,,,,,,,,,
PassPerItem,5000,Integer,236091316,,,,,,,,,
PassPerItem,5000,Integer,224514909,,,,,,,,,
PassPerItem,5000,Integer,225999548,,,,,,,,,
PassPerItem,5000,Integer,217170008,,,,,,,,,
PassPerItem,5000,Integer,222730871,,,,,,,,,
PassPerItem,5000,Integer,227569662,,,,,,,,,
PassPerItem,5000,Integer,218499335,,,,,,,,,
PassPerItem,5000,Integer,217047508,,,,,,,,,
PassPerItem,5000,Integer,216712388,,,,,,,,,
PassPerItem,5000,Integer,252251824,,,,,,,,,
UntilNoChange,5000,Integer,214049428,,,,,,,,,
UntilNoChange,5000,Integer,219788657,,,,,,,,,
UntilNoChange,5000,Integer,237420966,,,,,,,,,
UntilNoChange,5000,Integer,227286130,,,,,,,,,
UntilNoChange,5000,Integer,220223725,,,,,,,,,
UntilNoChange,5000,Integer,218622110,,,,,,,,,
UntilNoChange,5000,Integer,244591125,,,,,,,,,
UntilNoChange,5000,Integer,214281474,,,,,,,,,
UntilNoChange,5000,Integer,212549701,,,,,,,,,
UntilNoChange,5000,Integer,213722213,,,,,,,,,
UntilNoChange,5000,Integer,231888149,,,,,,,,,
UntilNoChange,5000,Integer,213594863,,,,,,,,,
UntilNoChange,5000,Integer,211233042,,,,,,,,,
UntilNoChange,5000,Integer,213065949,,,,,,,,,
UntilNoChange,5000,Integer,212033889,,,,,,,,,
UntilNoChange,5000,Integer,232411080,,,,,,,,,
UntilNoChange,5000,Integer,211433955,,,,,,,,,
UntilNoChange,5000,Integer,211407755,,,,,,,,,
UntilNoChange,5000,Integer,213112038,,,,,,,,,
UntilNoChange,5000,Integer,211136639,,,,,,,,,
UntilNoChange,5000,Integer,211065662,,,,,,,,,
UntilNoChange,5000,Integer,223955290,,,,,,,,,
UntilNoChange,5000,Integer,214803499,,,,,,,,,
UntilNoChange,5000,Integer,211792064,,,,,,,,,
UntilNoChange,5000,Integer,231040366,,,,,,,,,
UntilNoChange,5000,Integer,211397214,,,,,,,,,
UntilNoChange,5000,Integer,211207498,,,,,,,,,
UntilNoChange,5000,Integer,211607952,,,,,,,,,
UntilNoChange,5000,Integer,216404125,,,,,,,,,
UntilNoChange,5000,Integer,211216163,,,,,,,,,
UntilNoChange,5000,Integer,212025113,,,,,,,,,
UntilNoChange,5000,Integer,213059044,,,,,,,,,
UntilNoChange,5000,Integer,211466409,,,,,,,,,
UntilNoChange,5000,Integer,222918477,,,,,,,,,
UntilNoChange,5000,Integer,219280102,,,,,,,,,
UntilNoChange,5000,Integer,212166936,,,,,,,,,
UntilNoChange,5000,Integer,218137818,,,,,,,,,
UntilNoChange,5000,Integer,211623356,,,,,,,,,
UntilNoChange,5000,Integer,213428965,,,,,,,,,
UntilNoChange,5000,Integer,211519933,,,,,,,,,
UntilNoChange,5000,Integer,211306507,,,,,,,,,
UntilNoChange,5000,Integer,211406651,,,,,,,,,
UntilNoChange,5000,Integer,216846537,,,,,,,,,
UntilNoChange,5000,Integer,211155564,,,,,,,,,
UntilNoChange,5000,Integer,248158319,,,,,,,,,
UntilNoChange,5000,Integer,212475058,,,,,,,,,
UntilNoChange,5000,Integer,216445484,,,,,,,,,
UntilNoChange,5000,Integer,211560408,,,,,,,,,
UntilNoChange,5000,Integer,213515345,,,,,,,,,
UntilNoChange,5000,Integer,212115936,,,,,,,,,
UntilNoChange,5000,Integer,212241226,,,,,,,,,
UntilNoChange,5000,Integer,225852912,,,,,,,,,
UntilNoChange,5000,Integer,210984559,,,,,,,,,
UntilNoChange,5000,Integer,213048826,,,,,,,,,
UntilNoChange,5000,Integer,211062960,,,,,,,,,
UntilNoChange,5000,Integer,298996133,,,,,,,,,
UntilNoChange,5000,Integer,211045055,,,,,,,,,
UntilNoChange,5000,Integer,212211637,,,,,,,,,
UntilNoChange,5000,Integer,211063105,,,,,,,,,
UntilNoChange,5000,Integer,211532224,,,,,,,,,
UntilNoChange,5000,Integer,241445035,,,,,,,,,
UntilNoChange,5000,Integer,215945395,,,,,,,,,
UntilNoChange,5000,Integer,212749485,,,,,,,,,
UntilNoChange,5000,Integer,215323894,,,,,,,,,
UntilNoChange,5000,Integer,212055627,,,,,,,,,
UntilNoChange,5000,Integer,211562888,,,,,,,,,
UntilNoChange,5000,Integer,224495344,,,,,,,,,
UntilNoChange,5000,Integer,211013170,,,,,,,,,
UntilNoChange,5000,Integer,214170305,,,,,,,,,
UntilNoChange,5000,Integer,239918214,,,,,,,,,
UntilNoChange,5000,Integer,211047246,,,,,,,,,
UntilNoChange,5000,Integer,212605190,,,,,,,,,
UntilNoChange,5000,Integer,211398773,,,,,,,,,
UntilNoChange,5000,Integer,218933960,,,,,,,,,
UntilNoChange,5000,Integer,215840418,,,,,,,,,
UntilNoChange,5000,Integer,214285125,,,,,,,,,
UntilNoChange,5000,Integer,211165774,,,,,,,,,
UntilNoChange,5000,Integer,242597233,,,,,,,,,
UntilNoChange,5000,Integer,234890638,,,,,,,,,
UntilNoChange,5000,Integer,243860214,,,,,,,,,
UntilNoChange,5000,Integer,218078064,,,,,,,,,
UntilNoChange,5000,Integer,243237739,,,,,,,,,
UntilNoChange,5000,Integer,244291922,,,,,,,,,
UntilNoChange,5000,Integer,250319845,,,,,,,,,
UntilNoChange,5000,Integer,234324564,,,,,,,,,
UntilNoChange,5000,Integer,227625710,,,,,,,,,
UntilNoChange,5000,Integer,271847106,,,,,,,,,
UntilNoChange,5000,Integer,262187324,,,,,,,,,
UntilNoChange,5000,Integer,236827332,,,,,,,,,
UntilNoChange,5000,Integer,265322209,,,,,,,,,
UntilNoChange,5000,Integer,247911760,,,,,,,,,
UntilNoChange,5000,Integer,236882114,,,,,,,,,
UntilNoChange,5000,Integer,226126862,,,,,,,,,
UntilNoChange,5000,Integer,219742399,,,,,,,,,
UntilNoChange,5000,Integer,245686763,,,,,,,,,
UntilNoChange,5000,Integer,223497359,,,,,,,,,
UntilNoChange,5000,Integer,219097735,,,,,,,,,
UntilNoChange,5000,Integer,219267346,,,,,,,,,
UntilNoChange,5000,Integer,222825578,,,,,,,,,
UntilNoChange,5000,Integer,249998574,,,,,,,,,
WhileNeeded,5000,Integer,136668535,,,,,,,,,
WhileNeeded,5000,Integer,139297558,,,,,,,,,
WhileNeeded,5000,Integer,139015415,,,,,,,,,
WhileNeeded,5000,Integer,131352839,,,,,,,,,
WhileNeeded,5000,Integer,127084805,,,,,,,,,
WhileNeeded,5000,Integer,126841070,,,,,,,,,
WhileNeeded,5000,Integer,140184578,,,,,,,,,
WhileNeeded,5000,Integer,123066515,,,,,,,,,
WhileNeeded,5000,Integer,126747623,,,,,,,,,
WhileNeeded,5000,Integer,125707755,,,,,,,,,
WhileNeeded,5000,Integer,132868568,,,,,,,,,
WhileNeeded,5000,Integer,122562513,,,,,,,,,
WhileNeeded,5000,Integer,122624171,,,,,,,,,
WhileNeeded,5000,Integer,122707504,,,,,,,,,
WhileNeeded,5000,Integer,122595762,,,,,,,,,
WhileNeeded,5000,Integer,132018632,,,,,,,,,
WhileNeeded,5000,Integer,122768678,,,,,,,,,
WhileNeeded,5000,Integer,122812340,,,,,,,,,
WhileNeeded,5000,Integer,124076486,,,,,,,,,
WhileNeeded,5000,Integer,122393150,,,,,,,,,
WhileNeeded,5000,Integer,123768319,,,,,,,,,
WhileNeeded,5000,Integer,132105569,,,,,,,,,
WhileNeeded,5000,Integer,127692307,,,,,,,,,
WhileNeeded,5000,Integer,122734023,,,,,,,,,
WhileNeeded,5000,Integer,135205947,,,,,,,,,
WhileNeeded,5000,Integer,122927764,,,,,,,,,
WhileNeeded,5000,Integer,122468355,,,,,,,,,
WhileNeeded,5000,Integer,122793773,,,,,,,,,
WhileNeeded,5000,Integer,124701929,,,,,,,,,
WhileNeeded,5000,Integer,123412192,,,,,,,,,
WhileNeeded,5000,Integer,122515139,,,,,,,,,
WhileNeeded,5000,Integer,124928118,,,,,,,,,
WhileNeeded,5000,Integer,122516226,,,,,,,,,
WhileNeeded,5000,Integer,137818975,,,,,,,,,
WhileNeeded,5000,Integer,122597376,,,,,,,,,
WhileNeeded,5000,Integer,122545694,,,,,,,,,
WhileNeeded,5000,Integer,125849281,,,,,,,,,
WhileNeeded,5000,Integer,124703253,,,,,,,,,
WhileNeeded,5000,Integer,123360718,,,,,,,,,
WhileNeeded,5000,Integer,122484523,,,,,,,,,
WhileNeeded,5000,Integer,123060484,,,,,,,,,
WhileNeeded,5000,Integer,122487324,,,,,,,,,
WhileNeeded,5000,Integer,141951620,,,,,,,,,
WhileNeeded,5000,Integer,122498092,,,,,,,,,
WhileNeeded,5000,Integer,152156199,,,,,,,,,
WhileNeeded,5000,Integer,123278152,,,,,,,,,
WhileNeeded,5000,Integer,124754631,,,,,,,,,
WhileNeeded,5000,Integer,122969580,,,,,,,,,
WhileNeeded,5000,Integer,123174113,,,,,,,,,
WhileNeeded,5000,Integer,123800556,,,,,,,,,
WhileNeeded,5000,Integer,122857047,,,,,,,,,
WhileNeeded,5000,Integer,138943087,,,,,,,,,
WhileNeeded,5000,Integer,123434293,,,,,,,,,
WhileNeeded,5000,Integer,122543450,,,,,,,,,
WhileNeeded,5000,Integer,122390127,,,,,,,,,
WhileNeeded,5000,Integer,173597924,,,,,,,,,
WhileNeeded,5000,Integer,122486082,,,,,,,,,
WhileNeeded,5000,Integer,122626094,,,,,,,,,
WhileNeeded,5000,Integer,123800338,,,,,,,,,
WhileNeeded,5000,Integer,123071599,,,,,,,,,
WhileNeeded,5000,Integer,123331233,,,,,,,,,
WhileNeeded,5000,Integer,124459558,,,,,,,,,
WhileNeeded,5000,Integer,122841949,,,,,,,,,
WhileNeeded,5000,Integer,124415077,,,,,,,,,
WhileNeeded,5000,Integer,122572921,,,,,,,,,
WhileNeeded,5000,Integer,122389232,,,,,,,,,
WhileNeeded,5000,Integer,132190394,,,,,,,,,
WhileNeeded,5000,Integer,124540356,,,,,,,,,
WhileNeeded,5000,Integer,123947734,,,,,,,,,
WhileNeeded,5000,Integer,124481102,,,,,,,,,
WhileNeeded,5000,Integer,122498586,,,,,,,,,
WhileNeeded,5000,Integer,122403794,,,,,,,,,
WhileNeeded,5000,Integer,123253886,,,,,,,,,
WhileNeeded,5000,Integer,124709437,,,,,,,,,
WhileNeeded,5000,Integer,125004215,,,,,,,,,
WhileNeeded,5000,Integer,122377714,,,,,,,,,
WhileNeeded,5000,Integer,122703519,,,,,,,,,
WhileNeeded,5000,Integer,152100998,,,,,,,,,
WhileNeeded,5000,Integer,144805934,,,,,,,,,
WhileNeeded,5000,Integer,146918778,,,,,,,,,
WhileNeeded,5000,Integer,131875269,,,,,,,,,
WhileNeeded,5000,Integer,154853233,,,,,,,,,
WhileNeeded,5000,Integer,147360394,,,,,,,,,
WhileNeeded,5000,Integer,139558971,,,,,,,,,
WhileNeeded,5000,Integer,132154085,,,,,,,,,
WhileNeeded,5000,Integer,128484908,,,,,,,,,
WhileNeeded,5000,Integer,166443289,,,,,,,,,
WhileNeeded,5000,Integer,169731343,,,,,,,,,
WhileNeeded,5000,Integer,136362381,,,,,,,,,
WhileNeeded,5000,Integer,166915499,,,,,,,,,
WhileNeeded,5000,Integer,130759371,,,,,,,,,
WhileNeeded,5000,Integer,136603262,,,,,,,,,
WhileNeeded,5000,Integer,129097476,,,,,,,,,
WhileNeeded,5000,Integer,126788341,,,,,,,,,
WhileNeeded,5000,Integer,128867920,,,,,,,,,
WhileNeeded,5000,Integer,128991462,,,,,,,,,
WhileNeeded,5000,Integer,127241112,,,,,,,,,
WhileNeeded,5000,Integer,126699973,,,,,,,,,
WhileNeeded,5000,Integer,148417859,,,,,,,,,
WhileNeeded,5000,Integer,144657261,,,,,,,,,
PassPerItem,100,Byte,59148,,,,,,,,,
PassPerItem,100,Byte,58692,,,,,,,,,
PassPerItem,100,Byte,58982,,,,,,,,,
PassPerItem,100,Byte,58828,,,,,,,,,
PassPerItem,100,Byte,58764,,,,,,,,,
PassPerItem,100,Byte,58830,,,,,,,,,
PassPerItem,100,Byte,58793,,,,,,,,,
PassPerItem,100,Byte,58787,,,,,,,,,
PassPerItem,100,Byte,58562,,,,,,,,,
PassPerItem,100,Byte,58706,,,,,,,,,
PassPerItem,100,Byte,58537,,,,,,,,,
PassPerItem,100,Byte,58709,,,,,,,,,
PassPerItem,100,Byte,58845,,,,,,,,,
PassPerItem,100,Byte,58548,,,,,,,,,
PassPerItem,100,Byte,58857,,,,,,,,,
PassPerItem,100,Byte,58685,,,,,,,,,
PassPerItem,100,Byte,58717,,,,,,,,,
PassPerItem,100,Byte,58903,,,,,,,,,
PassPerItem,100,Byte,58903,,,,,,,,,
PassPerItem,100,Byte,59597,,,,,,,,,
PassPerItem,100,Byte,59675,,,,,,,,,
PassPerItem,100,Byte,96308,,,,,,,,,
PassPerItem,100,Byte,59009,,,,,,,,,
PassPerItem,100,Byte,58909,,,,,,,,,
PassPerItem,100,Byte,58745,,,,,,,,,
PassPerItem,100,Byte,59097,,,,,,,,,
PassPerItem,100,Byte,59102,,,,,,,,,
PassPerItem,100,Byte,80592,,,,,,,,,
PassPerItem,100,Byte,58858,,,,,,,,,
PassPerItem,100,Byte,59458,,,,,,,,,
PassPerItem,100,Byte,99756,,,,,,,,,
PassPerItem,100,Byte,58570,,,,,,,,,
PassPerItem,100,Byte,58869,,,,,,,,,
PassPerItem,100,Byte,61463,,,,,,,,,
PassPerItem,100,Byte,58905,,,,,,,,,
PassPerItem,100,Byte,58893,,,,,,,,,
PassPerItem,100,Byte,58717,,,,,,,,,
PassPerItem,100,Byte,58593,,,,,,,,,
PassPerItem,100,Byte,58771,,,,,,,,,
PassPerItem,100,Byte,58747,,,,,,,,,
PassPerItem,100,Byte,59066,,,,,,,,,
PassPerItem,100,Byte,60487,,,,,,,,,
PassPerItem,100,Byte,59108,,,,,,,,,
PassPerItem,100,Byte,80571,,,,,,,,,
PassPerItem,100,Byte,58663,,,,,,,,,
PassPerItem,100,Byte,58838,,,,,,,,,
PassPerItem,100,Byte,58973,,,,,,,,,
PassPerItem,100,Byte,58909,,,,,,,,,
PassPerItem,100,Byte,58787,,,,,,,,,
PassPerItem,100,Byte,58662,,,,,,,,,
PassPerItem,100,Byte,59196,,,,,,,,,
PassPerItem,100,Byte,59343,,,,,,,,,
PassPerItem,100,Byte,59491,,,,,,,,,
PassPerItem,100,Byte,59422,,,,,,,,,
PassPerItem,100,Byte,59597,,,,,,,,,
PassPerItem,100,Byte,60295,,,,,,,,,
PassPerItem,100,Byte,58875,,,,,,,,,
PassPerItem,100,Byte,58571,,,,,,,,,
PassPerItem,100,Byte,58707,,,,,,,,,
PassPerItem,100,Byte,58996,,,,,,,,,
PassPerItem,100,Byte,58924,,,,,,,,,
PassPerItem,100,Byte,59373,,,,,,,,,
PassPerItem,100,Byte,59755,,,,,,,,,
PassPerItem,100,Byte,59070,,,,,,,,,
PassPerItem,100,Byte,62168,,,,,,,,,
PassPerItem,100,Byte,61383,,,,,,,,,
PassPerItem,100,Byte,61011,,,,,,,,,
PassPerItem,100,Byte,59527,,,,,,,,,
PassPerItem,100,Byte,59416,,,,,,,,,
PassPerItem,100,Byte,59079,,,,,,,,,
PassPerItem,100,Byte,59194,,,,,,,,,
PassPerItem,100,Byte,58816,,,,,,,,,
PassPerItem,100,Byte,59476,,,,,,,,,
PassPerItem,100,Byte,59455,,,,,,,,,
PassPerItem,100,Byte,58977,,,,,,,,,
PassPerItem,100,Byte,58775,,,,,,,,,
PassPerItem,100,Byte,60198,,,,,,,,,
PassPerItem,100,Byte,59015,,,,,,,,,
PassPerItem,100,Byte,60099,,,,,,,,,
PassPerItem,100,Byte,58891,,,,,,,,,
PassPerItem,100,Byte,60302,,,,,,,,,
PassPerItem,100,Byte,58881,,,,,,,,,
PassPerItem,100,Byte,58988,,,,,,,,,
PassPerItem,100,Byte,59128,,,,,,,,,
PassPerItem,100,Byte,59570,,,,,,,,,
PassPerItem,100,Byte,59184,,,,,,,,,
PassPerItem,100,Byte,59158,,,,,,,,,
PassPerItem,100,Byte,58722,,,,,,,,,
PassPerItem,100,Byte,59149,,,,,,,,,
PassPerItem,100,Byte,58763,,,,,,,,,
PassPerItem,100,Byte,59172,,,,,,,,,
PassPerItem,100,Byte,58768,,,,,,,,,
PassPerItem,100,Byte,58734,,,,,,,,,
PassPerItem,100,Byte,58764,,,,,,,,,
PassPerItem,100,Byte,58703,,,,,,,,,
PassPerItem,100,Byte,59462,,,,,,,,,
PassPerItem,100,Byte,58647,,,,,,,,,
PassPerItem,100,Byte,58951,,,,,,,,,
PassPerItem,100,Byte,58591,,,,,,,,,
PassPerItem,100,Byte,59205,,,,,,,,,
UntilNoChange,100,Byte,58559,,,,,,,,,
UntilNoChange,100,Byte,58169,,,,,,,,,
UntilNoChange,100,Byte,58298,,,,,,,,,
UntilNoChange,100,Byte,58126,,,,,,,,,
UntilNoChange,100,Byte,58277,,,,,,,,,
UntilNoChange,100,Byte,58139,,,,,,,,,
