Algorithm,Size,Type,Time (nanoseconds)
UntileNoChange,5000,Integer,268605421
UntileNoChange,5000,Integer,260372548
UntileNoChange,5000,Integer,277760441
UntileNoChange,5000,Integer,275360704
UntileNoChange,5000,Integer,254453521
UntileNoChange,5000,Integer,248977511
UntileNoChange,5000,Integer,242994304
UntileNoChange,5000,Integer,238996558
UntileNoChange,5000,Integer,235050978
UntileNoChange,5000,Integer,233710452
UntileNoChange,5000,Integer,236484763
UntileNoChange,5000,Integer,234972199
UntileNoChange,5000,Integer,228802390
UntileNoChange,5000,Integer,239801225
UntileNoChange,5000,Integer,234287828
UntileNoChange,5000,Integer,231400876
UntileNoChange,5000,Integer,231973445
UntileNoChange,5000,Integer,228169705
UntileNoChange,5000,Integer,232397099
UntileNoChange,5000,Integer,228134621
UntileNoChange,5000,Integer,261224050
UntileNoChange,5000,Integer,262688381
UntileNoChange,5000,Integer,239489540
UntileNoChange,5000,Integer,267449989
WhileNeeded,5000,Integer,151532253
WhileNeeded,5000,Integer,152410510
WhileNeeded,5000,Integer,147453811
WhileNeeded,5000,Integer,146339994
WhileNeeded,5000,Integer,140689898
WhileNeeded,5000,Integer,140379711
WhileNeeded,5000,Integer,145790260
WhileNeeded,5000,Integer,151951135
WhileNeeded,5000,Integer,136294296
WhileNeeded,5000,Integer,140672959
WhileNeeded,5000,Integer,136391705
WhileNeeded,5000,Integer,137287247
WhileNeeded,5000,Integer,135851163
WhileNeeded,5000,Integer,136614221
WhileNeeded,5000,Integer,136491084
WhileNeeded,5000,Integer,136432371
WhileNeeded,5000,Integer,135763786
WhileNeeded,5000,Integer,138255379
WhileNeeded,5000,Integer,138983391
WhileNeeded,5000,Integer,142581721
WhileNeeded,5000,Integer,135829389
WhileNeeded,5000,Integer,135724178
WhileNeeded,5000,Integer,136007031
WhileNeeded,5000,Integer,137621036
WhileNeeded,5000,Integer,160980366
WhileNeeded,5000,Integer,153814884
WhileNeeded,5000,Integer,159744576
WhileNeeded,5000,Integer,163619604
WhileNeeded,5000,Integer,156524313
WhileNeeded,5000,Integer,158835976
WhileNeeded,5000,Integer,136987141
WhileNeeded,5000,Integer,136572546
WhileNeeded,5000,Integer,140536450
WhileNeeded,5000,Integer,138683438
WhileNeeded,5000,Integer,137946169
WhileNeeded,5000,Integer,136898765
WhileNeeded,5000,Integer,155893197
WhileNeeded,5000,Integer,140620421
WhileNeeded,5000,Integer,141137422
WhileNeeded,5000,Integer,141688735
WhileNeeded,5000,Integer,140645590
WhileNeeded,5000,Integer,153679878
WhileNeeded,5000,Integer,156025523
WhileNeeded,5000,Integer,165020017
WhileNeeded,5000,Integer,145535167
WhileNeeded,5000,Integer,145486567
WhileNeeded,5000,Integer,140840712
WhileNeeded,5000,Integer,144429983
WhileNeeded,5000,Integer,145413540
WhileNeeded,5000,Integer,149194730
WhileNeeded,5000,Integer,147959104
WhileNeeded,5000,Integer,157215510
WhileNeeded,5000,Integer,157569815
WhileNeeded,5000,Integer,152226132
WhileNeeded,5000,Integer,149306334
WhileNeeded,5000,Integer,151258892
WhileNeeded,5000,Integer,150461183
WhileNeeded,5000,Integer,153910902
WhileNeeded,5000,Integer,162609621
WhileNeeded,5000,Integer,163516862
WhileNeeded,5000,Integer,162913575
WhileNeeded,5000,Integer,151967545
WhileNeeded,5000,Integer,164114935
WhileNeeded,5000,Integer,159575902
WhileNeeded,5000,Integer,188838626
WhileNeeded,5000,Integer,154278076
WhileNeeded,5000,Integer,157103030
WhileNeeded,5000,Integer,153604994
WhileNeeded,5000,Integer,157222740
WhileNeeded,5000,Integer,170311804
WhileNeeded,5000,Integer,180992761
WhileNeeded,5000,Integer,160843984
WhileNeeded,5000,Integer,152622767
WhileNeeded,5000,Integer,147312447
WhileNeeded,5000,Integer,143602326
WhileNeeded,5000,Integer,140451327
WhileNeeded,5000,Integer,149497410
WhileNeeded,5000,Integer,150874259
WhileNeeded,5000,Integer,159841859
WhileNeeded,5000,Integer,156726790
WhileNeeded,5000,Integer,155163426
WhileNeeded,5000,Integer,145378170
WhileNeeded,5000,Integer,141977868
WhileNeeded,5000,Integer,140637636
WhileNeeded,5000,Integer,144655081
WhileNeeded,5000,Integer,136948515
WhileNeeded,5000,Integer,136718527
WhileNeeded,5000,Integer,137224033
WhileNeeded,5000,Integer,137179837
WhileNeeded,5000,Integer,135463949
WhileNeeded,5000,Integer,137201482
WhileNeeded,5000,Integer,138295093
WhileNeeded,5000,Integer,136546083
WhileNeeded,5000,Integer,135863811
WhileNeeded,5000,Integer,136453986
WhileNeeded,5000,Integer,148230806
WhileNeeded,5000,Integer,144980950
WhileNeeded,5000,Integer,148480954
WhileNeeded,5000,Integer,141754434
WhileNeeded,5000,Integer,165930290
PassPerItem,100,Byte,1046629
PassPerItem,100,Byte,1004616
PassPerItem,100,Byte,967657
PassPerItem,100,Byte,963483
PassPerItem,100,Byte,933578
PassPerItem,100,Byte,152053
PassPerItem,100,Byte,230068
PassPerItem,100,Byte,233297
PassPerItem,100,Byte,231204
PassPerItem,100,Byte,225209
PassPerItem,100,Byte,231301
PassPerItem,100,Byte,232300
PassPerItem,100,Byte,231664
PassPerItem,100,Byte,215792
PassPerItem,100,Byte,99845
PassPerItem,100,Byte,58109
PassPerItem,100,Byte,56515
PassPerItem,100,Byte,58913
PassPerItem,100,Byte,58101
PassPerItem,100,Byte,57620
PassPerItem,100,Byte,58153
PassPerItem,100,Byte,61093
PassPerItem,100,Byte,69524
PassPerItem,100,Byte,57787
PassPerItem,100,Byte,68854
PassPerItem,100,Byte,56414
PassPerItem,100,Byte,61063
PassPerItem,100,Byte,74021
PassPerItem,100,Byte,57575
PassPerItem,100,Byte,56246
PassPerItem,100,Byte,57703
PassPerItem,100,Byte,61154
PassPerItem,100,Byte,55994
PassPerItem,100,Byte,58206
PassPerItem,100,Byte,65412
PassPerItem,100,Byte,57244
PassPerItem,100,Byte,63300
PassPerItem,100,Byte,59110
PassPerItem,100,Byte,57922
PassPerItem,100,Byte,55965
PassPerItem,100,Byte,57469
PassPerItem,100,Byte,59055
PassPerItem,100,Byte,58444
PassPerItem,100,Byte,58275
PassPerItem,100,Byte,57982
PassPerItem,100,Byte,58255
PassPerItem,100,Byte,59197
PassPerItem,100,Byte,57942
PassPerItem,100,Byte,57923
PassPerItem,100,Byte,55961
PassPerItem,100,Byte,59820
PassPerItem,100,Byte,58089
PassPerItem,100,Byte,56555
PassPerItem,100,Byte,58215
PassPerItem,100,Byte,58861
PassPerItem,100,Byte,59241
PassPerItem,100,Byte,58139
PassPerItem,100,Byte,58226
PassPerItem,100,Byte,57057
PassPerItem,100,Byte,57169
PassPerItem,100,Byte,57957
PassPerItem,100,Byte,57229
PassPerItem,100,Byte,57263
PassPerItem,100,Byte,56524
PassPerItem,100,Byte,56928
PassPerItem,100,Byte,57289
PassPerItem,100,Byte,56826
PassPerItem,100,Byte,57595
PassPerItem,100,Byte,57975
PassPerItem,100,Byte,58654
PassPerItem,100,Byte,56929
PassPerItem,100,Byte,57221
PassPerItem,100,Byte,58836
PassPerItem,100,Byte,60006
PassPerItem,100,Byte,58224
PassPerItem,100,Byte,56287
PassPerItem,100,Byte,58891
PassPerItem,100,Byte,59494
PassPerItem,100,Byte,57868
PassPerItem,100,Byte,57390
PassPerItem,100,Byte,58580
PassPerItem,100,Byte,57345
PassPerItem,100,Byte,72318
PassPerItem,100,Byte,56907
PassPerItem,100,Byte,56144
PassPerItem,100,Byte,58184
PassPerItem,100,Byte,57677
PassPerItem,100,Byte,58948
PassPerItem,100,Byte,58735
PassPerItem,100,Byte,55964
PassPerItem,100,Byte,56324
PassPerItem,100,Byte,57787
PassPerItem,100,Byte,58747
PassPerItem,100,Byte,56590
PassPerItem,100,Byte,57914
PassPerItem,100,Byte,70988
PassPerItem,100,Byte,58590
PassPerItem,100,Byte,57649
PassPerItem,100,Byte,68207
PassPerItem,100,Byte,58053
UntileNoChange,100,Byte,1002102
UntileNoChange,100,Byte,930201
UntileNoChange,100,Byte,938793
UntileNoChange,100,Byte,877718
UntileNoChange,100,Byte,742901
UntileNoChange,100,Byte,145899
UntileNoChange,100,Byte,218979
UntileNoChange,100,Byte,228263
UntileNoChange,100,Byte,208181
UntileNoChange,100,Byte,215953
UntileNoChange,100,Byte,219207
UntileNoChange,100,Byte,214096
UntileNoChange,100,Byte,231312
UntileNoChange,100,Byte,224369
UntileNoChange,100,Byte,222920
UntileNoChange,100,Byte,124018
UntileNoChange,100,Byte,124849
UntileNoChange,100,Byte,124918
UntileNoChange,100,Byte,131703
UntileNoChange,100,Byte,129715
UntileNoChange,100,Byte,123515
UntileNoChange,100,Byte,143380
UntileNoChange,100,Byte,130319
UntileNoChange,100,Byte,128247
UntileNoChange,100,Byte,131063
UntileNoChange,100,Byte,121488
UntileNoChange,100,Byte,122398
UntileNoChange,100,Byte,152717
UntileNoChange,100,Byte,137169
UntileNoChange,100,Byte,133728
UntileNoChange,100,Byte,123992
UntileNoChange,100,Byte,120129
UntileNoChange,100,Byte,118674
UntileNoChange,100,Byte,128400
UntileNoChange,100,Byte,122046
UntileNoChange,100,Byte,122641
UntileNoChange,100,Byte,52820
UntileNoChange,100,Byte,53459
UntileNoChange,100,Byte,51466
UntileNoChange,100,Byte,52417
UntileNoChange,100,Byte,51963
UntileNoChange,100,Byte,52281
UntileNoChange,100,Byte,52194
UntileNoChange,100,Byte,50034
UntileNoChange,100,Byte,51958
UntileNoChange,100,Byte,53208
UntileNoChange,100,Byte,58010
UntileNoChange,100,Byte,56586
UntileNoChange,100,Byte,53715
UntileNoChange,100,Byte,48583
UntileNoChange,100,Byte,56359
UntileNoChange,100,Byte,53237
UntileNoChange,100,Byte,50360
UntileNoChange,100,Byte,53595
UntileNoChange,100,Byte,54267
UntileNoChange,100,Byte,55671
UntileNoChange,100,Byte,56465
UntileNoChange,100,Byte,54700
UntileNoChange,100,Byte,51764
UntileNoChange,100,Byte,51579
UntileNoChange,100,Byte,53340
UntileNoChange,100,Byte,54108
UntileNoChange,100,Byte,48553
UntileNoChange,100,Byte,53833
UntileNoChange,100,Byte,55553
UntileNoChange,100,Byte,53209
UntileNoChange,100,Byte,53121
UntileNoChange,100,Byte,55804
UntileNoChange,100,Byte,55638
UntileNoChange,100,Byte,55391
UntileNoChange,100,Byte,52636
UntileNoChange,100,Byte,50879
UntileNoChange,100,Byte,55798
UntileNoChange,100,Byte,56561
UntileNoChange,100,Byte,56675
UntileNoChange,100,Byte,46934
UntileNoChange,100,Byte,53452
UntileNoChange,100,Byte,52479
UntileNoChange,100,Byte,52657
UntileNoChange,100,Byte,52088
UntileNoChange,100,Byte,57792
UntileNoChange,100,Byte,71051
UntileNoChange,100,Byte,55211
UntileNoChange,100,Byte,52512
UntileNoChange,100,Byte,50617
UntileNoChange,100,Byte,52209
UntileNoChange,100,Byte,56374
UntileNoChange,100,Byte,56457
UntileNoChange,100,Byte,55467
UntileNoChange,100,Byte,47682
UntileNoChange,100,Byte,55615
UntileNoChange,100,Byte,53916
UntileNoChange,100,Byte,52468
UntileNoChange,100,Byte,54517
UntileNoChange,100,Byte,53952
UntileNoChange,100,Byte,55883
UntileNoChange,100,Byte,55228
UntileNoChange,100,Byte,56932
UntileNoChange,100,Byte,53395
UntileNoChange,100,Byte,53452
WhileNeeded,100,Byte,618881
WhileNeeded,100,Byte,579158
WhileNeeded,100,Byte,603232
WhileNeeded,100,Byte,604698
WhileNeeded,100,Byte,513186
WhileNeeded,100,Byte,563856
WhileNeeded,100,Byte,557562
WhileNeeded,100,Byte,567453
WhileNeeded,100,Byte,536446
WhileNeeded,100,Byte,545235
WhileNeeded,100,Byte,572484
WhileNeeded,100,Byte,564063
WhileNeeded,100,Byte,595560
WhileNeeded,100,Byte,553632
WhileNeeded,100,Byte,419976
WhileNeeded,100,Byte,372093
WhileNeeded,100,Byte,313418
WhileNeeded,100,Byte,265543
WhileNeeded,100,Byte,114141
WhileNeeded,100,Byte,114595
WhileNeeded,100,Byte,117777
WhileNeeded,100,Byte,126703
WhileNeeded,100,Byte,113063
WhileNeeded,100,Byte,113684
WhileNeeded,100,Byte,113961
WhileNeeded,100,Byte,125416
WhileNeeded,100,Byte,107485
WhileNeeded,100,Byte,120244
WhileNeeded,100,Byte,111298
WhileNeeded,100,Byte,109688
WhileNeeded,100,Byte,119875
WhileNeeded,100,Byte,108281
WhileNeeded,100,Byte,105401
WhileNeeded,100,Byte,112146
WhileNeeded,100,Byte,109374
WhileNeeded,100,Byte,112397
WhileNeeded,100,Byte,123465
WhileNeeded,100,Byte,114894
WhileNeeded,100,Byte,112364
WhileNeeded,100,Byte,106628
WhileNeeded,100,Byte,111550
WhileNeeded,100,Byte,111228
WhileNeeded,100,Byte,111437
WhileNeeded,100,Byte,110497
WhileNeeded,100,Byte,112001
WhileNeeded,100,Byte,113690
WhileNeeded,100,Byte,113846
WhileNeeded,100,Byte,39722
WhileNeeded,100,Byte,39714
WhileNeeded,100,Byte,38529
WhileNeeded,100,Byte,42736
WhileNeeded,100,Byte,39196
WhileNeeded,100,Byte,38328
WhileNeeded,100,Byte,40369
WhileNeeded,100,Byte,41069
WhileNeeded,100,Byte,40565
WhileNeeded,100,Byte,54572
WhileNeeded,100,Byte,40570
WhileNeeded,100,Byte,38921
WhileNeeded,100,Byte,39266
WhileNeeded,100,Byte,39812
WhileNeeded,100,Byte,40100
WhileNeeded,100,Byte,39917
WhileNeeded,100,Byte,38075
WhileNeeded,100,Byte,40135
WhileNeeded,100,Byte,38888
WhileNeeded,100,Byte,39726
WhileNeeded,100,Byte,40694
WhileNeeded,100,Byte,39417
WhileNeeded,100,Byte,39753
WhileNeeded,100,Byte,38640
WhileNeeded,100,Byte,39842
WhileNeeded,100,Byte,40659
WhileNeeded,100,Byte,41690
WhileNeeded,100,Byte,41168
WhileNeeded,100,Byte,37566
WhileNeeded,100,Byte,39555
WhileNeeded,100,Byte,41670
WhileNeeded,100,Byte,40412
WhileNeeded,100,Byte,39744
WhileNeeded,100,Byte,41467
WhileNeeded,100,Byte,55261
WhileNeeded,100,Byte,39521
WhileNeeded,100,Byte,40347
WhileNeeded,100,Byte,36934
WhileNeeded,100,Byte,38887
WhileNeeded,100,Byte,40738
WhileNeeded,100,Byte,41623
WhileNeeded,100,Byte,40390
WhileNeeded,100,Byte,38367
WhileNeeded,100,Byte,38459
WhileNeeded,100,Byte,41745
WhileNeeded,100,Byte,39475
WhileNeeded,100,Byte,40123
WhileNeeded,100,Byte,40287
WhileNeeded,100,Byte,41876
WhileNeeded,100,Byte,40601
WhileNeeded,100,Byte,50043
WhileNeeded,100,Byte,39059
WhileNeeded,100,Byte,40956
PassPerItem,1000,Byte,10616297
PassPerItem,1000,Byte,10593858
PassPerItem,1000,Byte,9881505
PassPerItem,1000,Byte,9787099
PassPerItem,1000,Byte,9767458
PassPerItem,1000,Byte,9630454
PassPerItem,1000,Byte,9645612
PassPerItem,1000,Byte,9770444
PassPerItem,1000,Byte,9448978
PassPerItem,1000,Byte,9427680
PassPerItem,1000,Byte,9458622
PassPerItem,1000,Byte,9390212
PassPerItem,1000,Byte,9016931
PassPerItem,1000,Byte,9797527
PassPerItem,1000,Byte,9729679
PassPerItem,1000,Byte,9865144
PassPerItem,1000,Byte,9694351
PassPerItem,1000,Byte,9878340
PassPerItem,1000,Byte,10273717
PassPerItem,1000,Byte,9881612
PassPerItem,1000,Byte,9978477
PassPerItem,1000,Byte,10755976
PassPerItem,1000,Byte,10853672
PassPerItem,1000,Byte,9720470
PassPerItem,1000,Byte,9965884
PassPerItem,1000,Byte,10314619
PassPerItem,1000,Byte,10682615
PassPerItem,1000,Byte,10556513
PassPerItem,1000,Byte,9835523
PassPerItem,1000,Byte,9699996
PassPerItem,1000,Byte,9526039
PassPerItem,1000,Byte,9057617
PassPerItem,1000,Byte,9028624
PassPerItem,1000,Byte,9016897
PassPerItem,1000,Byte,9341415
PassPerItem,1000,Byte,9105823
PassPerItem,1000,Byte,8977071
PassPerItem,1000,Byte,9072150
PassPerItem,1000,Byte,9030950
PassPerItem,1000,Byte,9070422
PassPerItem,1000,Byte,9063364
PassPerItem,1000,Byte,9087376
PassPerItem,1000,Byte,9371997
PassPerItem,1000,Byte,9050037
PassPerItem,1000,Byte,9064807
PassPerItem,1000,Byte,9079952
PassPerItem,1000,Byte,9125371
PassPerItem,1000,Byte,9147153
PassPerItem,1000,Byte,9043381
PassPerItem,1000,Byte,9083244
PassPerItem,1000,Byte,9080576
PassPerItem,1000,Byte,9311002
PassPerItem,1000,Byte,9205171
PassPerItem,1000,Byte,9398369
PassPerItem,1000,Byte,9066952
PassPerItem,1000,Byte,8897957
PassPerItem,1000,Byte,8743218
PassPerItem,1000,Byte,8759921
PassPerItem,1000,Byte,8879318
PassPerItem,1000,Byte,8999556
PassPerItem,1000,Byte,9207097
PassPerItem,1000,Byte,9727479
PassPerItem,1000,Byte,10742954
PassPerItem,1000,Byte,9875589
PassPerItem,1000,Byte,10663688
PassPerItem,1000,Byte,10709110
PassPerItem,1000,Byte,9745589
PassPerItem,1000,Byte,10514793
PassPerItem,1000,Byte,10012313
PassPerItem,1000,Byte,10390644
PassPerItem,1000,Byte,10966666
PassPerItem,1000,Byte,9776030
PassPerItem,1000,Byte,9062630
PassPerItem,1000,Byte,9148707
PassPerItem,1000,Byte,8774094
PassPerItem,1000,Byte,8776176
PassPerItem,1000,Byte,8772512
PassPerItem,1000,Byte,8762530
PassPerItem,1000,Byte,8731772
PassPerItem,1000,Byte,8766160
PassPerItem,1000,Byte,9167940
PassPerItem,1000,Byte,10020387
PassPerItem,1000,Byte,9811584
PassPerItem,1000,Byte,10112025
PassPerItem,1000,Byte,10601684
PassPerItem,1000,Byte,9885622
PassPerItem,1000,Byte,10754047
PassPerItem,1000,Byte,10717121
PassPerItem,1000,Byte,9994100
PassPerItem,1000,Byte,9929143
PassPerItem,1000,Byte,9856865
PassPerItem,1000,Byte,10409785
PassPerItem,1000,Byte,10770266
PassPerItem,1000,Byte,9796213
PassPerItem,1000,Byte,9193674
PassPerItem,1000,Byte,9016403
PassPerItem,1000,Byte,8753063
PassPerItem,1000,Byte,8809250
PassPerItem,1000,Byte,8710560
PassPerItem,1000,Byte,8725703
UntileNoChange,1000,Byte,10992607
UntileNoChange,1000,Byte,10435269
UntileNoChange,1000,Byte,11664697
UntileNoChange,1000,Byte,9896560
UntileNoChange,1000,Byte,10165633
UntileNoChange,1000,Byte,10283064
UntileNoChange,1000,Byte,10457169
UntileNoChange,1000,Byte,10021776
UntileNoChange,1000,Byte,9893284
UntileNoChange,1000,Byte,9639590
UntileNoChange,1000,Byte,9997223
UntileNoChange,1000,Byte,9726245
UntileNoChange,1000,Byte,10380320
UntileNoChange,1000,Byte,10336003
UntileNoChange,1000,Byte,10057105
UntileNoChange,1000,Byte,10153487
UntileNoChange,1000,Byte,10118116
UntileNoChange,1000,Byte,10362371
UntileNoChange,1000,Byte,11212906
UntileNoChange,1000,Byte,9838356
UntileNoChange,1000,Byte,10070452
UntileNoChange,1000,Byte,11334444
UntileNoChange,1000,Byte,10362358
UntileNoChange,1000,Byte,10360275
UntileNoChange,1000,Byte,10207606
UntileNoChange,1000,Byte,11544156
UntileNoChange,1000,Byte,11198593
UntileNoChange,1000,Byte,10405344
UntileNoChange,1000,Byte,10076709
UntileNoChange,1000,Byte,10197545
UntileNoChange,1000,Byte,9451335
UntileNoChange,1000,Byte,9491346
UntileNoChange,1000,Byte,9373327
UntileNoChange,1000,Byte,9442523
UntileNoChange,1000,Byte,9651613
UntileNoChange,1000,Byte,9527222
UntileNoChange,1000,Byte,9296568
UntileNoChange,1000,Byte,9501237
UntileNoChange,1000,Byte,9733874
UntileNoChange,1000,Byte,9494879
UntileNoChange,1000,Byte,9666051
UntileNoChange,1000,Byte,9457931
UntileNoChange,1000,Byte,9523426
UntileNoChange,1000,Byte,9665177
UntileNoChange,1000,Byte,9230017
UntileNoChange,1000,Byte,9425287
UntileNoChange,1000,Byte,9671650
UntileNoChange,1000,Byte,9775473
UntileNoChange,1000,Byte,9255135
UntileNoChange,1000,Byte,9547059
UntileNoChange,1000,Byte,9363598
UntileNoChange,1000,Byte,9525091
UntileNoChange,1000,Byte,10617162
UntileNoChange,1000,Byte,9710548
UntileNoChange,1000,Byte,9234188
UntileNoChange,1000,Byte,9382024
UntileNoChange,1000,Byte,8836527
UntileNoChange,1000,Byte,9189841
UntileNoChange,1000,Byte,9136304
UntileNoChange,1000,Byte,9839790
UntileNoChange,1000,Byte,9898201
UntileNoChange,1000,Byte,11182098
UntileNoChange,1000,Byte,10382885
UntileNoChange,1000,Byte,10254353
UntileNoChange,1000,Byte,10442170
UntileNoChange,1000,Byte,10632064
UntileNoChange,1000,Byte,10811279
UntileNoChange,1000,Byte,10942788
UntileNoChange,1000,Byte,11075251
UntileNoChange,1000,Byte,11090529
UntileNoChange,1000,Byte,10264268
UntileNoChange,1000,Byte,9781305
UntileNoChange,1000,Byte,9759032
UntileNoChange,1000,Byte,9593487
UntileNoChange,1000,Byte,9203387
UntileNoChange,1000,Byte,9455951
UntileNoChange,1000,Byte,9046178
UntileNoChange,1000,Byte,8847003
UntileNoChange,1000,Byte,9270988
UntileNoChange,1000,Byte,9165610
UntileNoChange,1000,Byte,9449973
UntileNoChange,1000,Byte,10911431
UntileNoChange,1000,Byte,10385384
UntileNoChange,1000,Byte,11325630
UntileNoChange,1000,Byte,11252246
UntileNoChange,1000,Byte,11277445
UntileNoChange,1000,Byte,11154210
UntileNoChange,1000,Byte,10717081
UntileNoChange,1000,Byte,11079037
UntileNoChange,1000,Byte,10043132
UntileNoChange,1000,Byte,10268424
UntileNoChange,1000,Byte,11110176
UntileNoChange,1000,Byte,10291274
UntileNoChange,1000,Byte,10176579
UntileNoChange,1000,Byte,9144602
UntileNoChange,1000,Byte,8846570
UntileNoChange,1000,Byte,9348436
UntileNoChange,1000,Byte,9320050
UntileNoChange,1000,Byte,8951876
UntileNoChange,1000,Byte,9158974
WhileNeeded,1000,Byte,5581674
WhileNeeded,1000,Byte,6385109
WhileNeeded,1000,Byte,5619345
WhileNeeded,1000,Byte,5535848
WhileNeeded,1000,Byte,5549482
WhileNeeded,1000,Byte,5300983
WhileNeeded,1000,Byte,5520249
WhileNeeded,1000,Byte,5457729
WhileNeeded,1000,Byte,5353219
WhileNeeded,1000,Byte,5358640
WhileNeeded,1000,Byte,5355453
WhileNeeded,1000,Byte,5172041
WhileNeeded,1000,Byte,5720959
WhileNeeded,1000,Byte,5522837
WhileNeeded,1000,Byte,5815542
WhileNeeded,1000,Byte,5529455
WhileNeeded,1000,Byte,6355909
WhileNeeded,1000,Byte,6764615
WhileNeeded,1000,Byte,5921095
WhileNeeded,1000,Byte,5479001
WhileNeeded,1000,Byte,5720140
WhileNeeded,1000,Byte,5614498
WhileNeeded,1000,Byte,6390286
WhileNeeded,1000,Byte,5590921
WhileNeeded,1000,Byte,5882770
WhileNeeded,1000,Byte,6047065
WhileNeeded,1000,Byte,5618178
WhileNeeded,1000,Byte,5562325
WhileNeeded,1000,Byte,5594388
WhileNeeded,1000,Byte,5460651
WhileNeeded,1000,Byte,5161087
WhileNeeded,1000,Byte,5145354
WhileNeeded,1000,Byte,5124026
WhileNeeded,1000,Byte,5196670
WhileNeeded,1000,Byte,5187496
WhileNeeded,1000,Byte,5180350
WhileNeeded,1000,Byte,5079403
WhileNeeded,1000,Byte,5158882
WhileNeeded,1000,Byte,5131208
WhileNeeded,1000,Byte,5163173
WhileNeeded,1000,Byte,5310233
WhileNeeded,1000,Byte,5144355
WhileNeeded,1000,Byte,5202761
WhileNeeded,1000,Byte,5158772
WhileNeeded,1000,Byte,5124097
WhileNeeded,1000,Byte,5163418
WhileNeeded,1000,Byte,5384773
WhileNeeded,1000,Byte,5172299
WhileNeeded,1000,Byte,5099887
WhileNeeded,1000,Byte,5189371
WhileNeeded,1000,Byte,5134862
WhileNeeded,1000,Byte,5130409
WhileNeeded,1000,Byte,5380723
WhileNeeded,1000,Byte,5154752
WhileNeeded,1000,Byte,4990089
WhileNeeded,1000,Byte,5053095
WhileNeeded,1000,Byte,4968897
WhileNeeded,1000,Byte,5021511
WhileNeeded,1000,Byte,5140711
WhileNeeded,1000,Byte,5354072
WhileNeeded,1000,Byte,5577850
WhileNeeded,1000,Byte,5625962
WhileNeeded,1000,Byte,5559282
WhileNeeded,1000,Byte,5657906
WhileNeeded,1000,Byte,5599119
WhileNeeded,1000,Byte,6387861
WhileNeeded,1000,Byte,5567839
WhileNeeded,1000,Byte,5853541
WhileNeeded,1000,Byte,5790497
WhileNeeded,1000,Byte,5529376
WhileNeeded,1000,Byte,5494887
WhileNeeded,1000,Byte,5239470
WhileNeeded,1000,Byte,5142966
WhileNeeded,1000,Byte,4999392
WhileNeeded,1000,Byte,4989754
WhileNeeded,1000,Byte,4983244
WhileNeeded,1000,Byte,5289278
WhileNeeded,1000,Byte,4965885
WhileNeeded,1000,Byte,4949408
WhileNeeded,1000,Byte,5001266
WhileNeeded,1000,Byte,5994382
WhileNeeded,1000,Byte,5609433
WhileNeeded,1000,Byte,6173616
WhileNeeded,1000,Byte,5632049
WhileNeeded,1000,Byte,5982804
WhileNeeded,1000,Byte,5678987
WhileNeeded,1000,Byte,5653405
WhileNeeded,1000,Byte,6384286
WhileNeeded,1000,Byte,5640284
WhileNeeded,1000,Byte,5654101
WhileNeeded,1000,Byte,5789619
WhileNeeded,1000,Byte,5642031
WhileNeeded,1000,Byte,6373128
WhileNeeded,1000,Byte,5363076
WhileNeeded,1000,Byte,5157416
WhileNeeded,1000,Byte,4916662
WhileNeeded,1000,Byte,4943041
WhileNeeded,1000,Byte,4980027
WhileNeeded,1000,Byte,4940853
WhileNeeded,1000,Byte,4939677
PassPerItem,5000,Byte,252614205
PassPerItem,5000,Byte,226183114
PassPerItem,5000,Byte,222197129
PassPerItem,5000,Byte,218341437
PassPerItem,5000,Byte,217367307
PassPerItem,5000,Byte,231854902
PassPerItem,5000,Byte,238262541
PassPerItem,5000,Byte,218736183
PassPerItem,5000,Byte,216296401
PassPerItem,5000,Byte,231666841
PassPerItem,5000,Byte,232298755
PassPerItem,5000,Byte,255721627
PassPerItem,5000,Byte,246311704
PassPerItem,5000,Byte,250489668
PassPerItem,5000,Byte,252420667
PassPerItem,5000,Byte,253031743
PassPerItem,5000,Byte,271445614
PassPerItem,5000,Byte,255725404
PassPerItem,5000,Byte,226779771
PassPerItem,5000,Byte,242689041
PassPerItem,5000,Byte,238047093
PassPerItem,5000,Byte,250249785
PassPerItem,5000,Byte,244420174
PassPerItem,5000,Byte,248874332
PassPerItem,5000,Byte,248367250
PassPerItem,5000,Byte,249160404
PassPerItem,5000,Byte,249016754
PassPerItem,5000,Byte,241173406
PassPerItem,5000,Byte,232493936
PassPerItem,5000,Byte,242857738
PassPerItem,5000,Byte,223458691
PassPerItem,5000,Byte,222609009
PassPerItem,5000,Byte,222262111
PassPerItem,5000,Byte,220432758
PassPerItem,5000,Byte,215505219
PassPerItem,5000,Byte,216025165
PassPerItem,5000,Byte,214941336
PassPerItem,5000,Byte,223613915
PassPerItem,5000,Byte,215584634
PassPerItem,5000,Byte,215903210
PassPerItem,5000,Byte,216479504
PassPerItem,5000,Byte,215510189
PassPerItem,5000,Byte,215536635
PassPerItem,5000,Byte,215408613
PassPerItem,5000,Byte,215037264
PassPerItem,5000,Byte,214112778
PassPerItem,5000,Byte,245993911
PassPerItem,5000,Byte,215730830
PassPerItem,5000,Byte,248284376
PassPerItem,5000,Byte,246746522
PassPerItem,5000,Byte,236397365
PassPerItem,5000,Byte,232232729
PassPerItem,5000,Byte,235494815
PassPerItem,5000,Byte,224191317
PassPerItem,5000,Byte,271752059
PassPerItem,5000,Byte,251152686
